scrape_timestamp,source_url,item_name,item_type,quality,craftable,price_ref,price_text,usd_price,stats_url
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Deep Commitment to Purple (Non-Craftable),Tool,Unique,False,32.11,29.22–35 ref,0.9794,https://backpack.tf/stats/Unique/A%20Deep%20Commitment%20to%20Purple/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Distinctive Lack of Hue,Tool,Unique,True,165.94,2.75–3.05 keys,,https://backpack.tf/stats/Unique/A%20Distinctive%20Lack%20of%20Hue/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Distinctive Lack of Hue (Non-Craftable),Tool,Unique,False,71.53,1.15–1.35 keys,,https://backpack.tf/stats/Unique/A%20Distinctive%20Lack%20of%20Hue/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Handsome Handy Thing,Cosmetic,Strange,True,4.61,4.22–5 ref,0.14,https://backpack.tf/stats/Strange/A%20Handsome%20Handy%20Thing/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Handsome Handy Thing,Cosmetic,Unique,True,2.94,2.88–3 ref,0.0897,https://backpack.tf/stats/Unique/A%20Handsome%20Handy%20Thing/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Hat to Kill For,Cosmetic,Strange,True,34.94,31.77–38.11 ref,1.07,https://backpack.tf/stats/Strange/A%20Hat%20to%20Kill%20For/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Hat to Kill For,Cosmetic,Unique,True,26.17,23.22–29.11 ref,0.798,https://backpack.tf/stats/Unique/A%20Hat%20to%20Kill%20For/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Head Full of Hot Air,Cosmetic,Strange,True,125.88,2.1–2.3 keys,,https://backpack.tf/stats/Strange/A%20Head%20Full%20of%20Hot%20Air/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Head Full of Hot Air,Cosmetic,Unique,True,31.44,26.55–36.33 ref,0.9589,https://backpack.tf/stats/Unique/A%20Head%20Full%20of%20Hot%20Air/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Mann's Mint,Tool,Unique,True,25.17,22.11–28.22 ref,0.7675,https://backpack.tf/stats/Unique/A%20Mann%27s%20Mint/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Mann's Mint (Non-Craftable),Tool,Unique,False,65.8,1.1–1.2 keys,,https://backpack.tf/stats/Unique/A%20Mann%27s%20Mint/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Random Duck Token Gift (Non-Craftable),Action,Unique,False,3375.98,59 keys,,https://backpack.tf/stats/Unique/A%20Random%20Duck%20Token%20Gift/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Random End of the Line Key Gift (Non-Craftable),Action,Unique,False,65.8,1.1–1.2 keys,,https://backpack.tf/stats/Unique/A%20Random%20End%20of%20the%20Line%20Key%20Gift/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Random Robo Community Crate Key Gift (Non-Craftable),Action,Unique,False,65.8,1–1.3 keys,,https://backpack.tf/stats/Unique/A%20Random%20Robo%20Community%20Crate%20Key%20Gift/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Random Summer Cooler Key Gift (Non-Craftable),Action,Unique,False,77.25,1.3–1.4 keys,,https://backpack.tf/stats/Unique/A%20Random%20Summer%20Cooler%20Key%20Gift/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Rather Festive Tree,Cosmetic,Collector's,True,333306.5,5825 keys,,https://backpack.tf/stats/Collector%27s/A%20Rather%20Festive%20Tree/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Rather Festive Tree,Cosmetic,Unique,True,1.39,1 hat,,https://backpack.tf/stats/Unique/A%20Rather%20Festive%20Tree/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Rather Festive Tree (Non-Craftable),Cosmetic,Unique,False,5.11,5.11 ref,0.1559,https://backpack.tf/stats/Unique/A%20Rather%20Festive%20Tree/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Shell of a Mann,Cosmetic,Unique,True,2.94,2.88–3 ref,0.0897,https://backpack.tf/stats/Unique/A%20Shell%20of%20a%20Mann/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Well Wrapped Hat,Cosmetic,Strange,True,13.77,11.66–15.88 ref,0.42,https://backpack.tf/stats/Strange/A%20Well%20Wrapped%20Hat/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Well Wrapped Hat,Cosmetic,Unique,True,6.44,5.44–7.44 ref,0.1964,https://backpack.tf/stats/Unique/A%20Well%20Wrapped%20Hat/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Whiff of the Old Brimstone,Cosmetic,Strange,True,226.02,3.95 keys,,https://backpack.tf/stats/Strange/A%20Whiff%20of%20the%20Old%20Brimstone/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Whiff of the Old Brimstone,Cosmetic,Unique,True,1.44,1.33–1.55 ref,0.0439,https://backpack.tf/stats/Unique/A%20Whiff%20of%20the%20Old%20Brimstone/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,A Whiff of the Old Brimstone (Non-Craftable),Cosmetic,Unique,False,33.66,33.66 ref,1.03,https://backpack.tf/stats/Unique/A%20Whiff%20of%20the%20Old%20Brimstone/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,AWPer Hand,Primary,Genuine,True,72.96,1.15–1.4 keys,,https://backpack.tf/stats/Genuine/AWPer%20Hand/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,AWPer Hand,Primary,Strange,True,1916.87,32–35 keys,,https://backpack.tf/stats/Strange/AWPer%20Hand/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,AWPer Hand,Primary,Unique,True,3.83,3.33–4.33 ref,0.1168,https://backpack.tf/stats/Unique/AWPer%20Hand/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Abhorrent Appendages,Cosmetic,Haunted,True,1524.91,25.5–27.8 keys,,https://backpack.tf/stats/Haunted/Abhorrent%20Appendages/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Abhorrent Appendages,Cosmetic,Unique,True,1155.84,18.4–22 keys,,https://backpack.tf/stats/Unique/Abhorrent%20Appendages/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Abominable Cosmetic Case #107,Tool,Unique,True,0.72,0.66–0.77 ref,0.0218,https://backpack.tf/stats/Unique/Abominable%20Cosmetic%20Case/Tradable/Craftable/107
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Abominable Cosmetic Key (Non-Craftable),Tool,Unique,False,61.51,1.05–1.1 keys,,https://backpack.tf/stats/Unique/Abominable%20Cosmetic%20Key/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Abominable Snow Pants,Cosmetic,Unique,True,1.33,1.11–1.55 ref,0.04,https://backpack.tf/stats/Unique/Abominable%20Snow%20Pants/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Abyss Diver,Cosmetic,Strange,True,153.06,2.25–3.1 keys,,https://backpack.tf/stats/Strange/Abyss%20Diver/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Abyss Diver,Cosmetic,Unique,True,23.83,20.66–27 ref,0.7268,https://backpack.tf/stats/Unique/Abyss%20Diver/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Accursed Apparition,Cosmetic,Haunted,True,48.78,47–50.55 ref,,https://backpack.tf/stats/Haunted/Accursed%20Apparition/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Accursed Apparition,Cosmetic,Unique,True,62.94,1.05–1.15 keys,,https://backpack.tf/stats/Unique/Accursed%20Apparition/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Aerobatics Demonstrator,Cosmetic,Unique,True,4.39,3.77–5 ref,0.1337,https://backpack.tf/stats/Unique/Aerobatics%20Demonstrator/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,After Dark,Cosmetic,Strange,True,100.14,1.7–1.8 keys,,https://backpack.tf/stats/Strange/After%20Dark/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,After Dark,Cosmetic,Unique,True,1.44,1.33–1.55 ref,0.0439,https://backpack.tf/stats/Unique/After%20Dark/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,After Eight,Tool,Unique,True,64.37,1.05–1.2 keys,,https://backpack.tf/stats/Unique/After%20Eight/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,After Eight (Non-Craftable),Tool,Unique,False,67.23,1.1–1.25 keys,,https://backpack.tf/stats/Unique/After%20Eight/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Aged Moustache Grey,Tool,Unique,True,7.94,7.66–8.22 ref,0.2422,https://backpack.tf/stats/Unique/Aged%20Moustache%20Grey/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Aged Moustache Grey (Non-Craftable),Tool,Unique,False,14.89,14.33–15.44 ref,0.454,https://backpack.tf/stats/Unique/Aged%20Moustache%20Grey/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Aim Assistant,Cosmetic,Strange,True,38.11,34.66–41.55 ref,1.16,https://backpack.tf/stats/Strange/Aim%20Assistant/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Aim Assistant,Cosmetic,Unique,True,9.17,8.22–10.11 ref,0.2795,https://backpack.tf/stats/Unique/Aim%20Assistant/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Aimframe,Cosmetic,Strange,True,4.5,3.66–5.33 ref,0.1371,https://backpack.tf/stats/Strange/Aimframe/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Aimframe,Cosmetic,Unique,True,3.0,2.88–3.11 ref,0.0913,https://backpack.tf/stats/Unique/Aimframe/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Air Exchanger,Cosmetic,Strange,True,10.44,8.55–12.33 ref,0.3184,https://backpack.tf/stats/Strange/Air%20Exchanger/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Air Exchanger,Cosmetic,Unique,True,6.39,5.11–7.66 ref,0.1947,https://backpack.tf/stats/Unique/Air%20Exchanger/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Air Head,Cosmetic,Strange,True,4.0,3–5 ref,0.122,https://backpack.tf/stats/Strange/Air%20Head/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Air Head,Cosmetic,Unique,True,3.0,2.88–3.11 ref,0.0913,https://backpack.tf/stats/Unique/Air%20Head/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Air Raider,Cosmetic,Collector's,True,10299.6,180 keys,,https://backpack.tf/stats/Collector%27s/Air%20Raider/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Air Raider,Cosmetic,Strange,True,247.48,4.15–4.5 keys,,https://backpack.tf/stats/Strange/Air%20Raider/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Air Raider,Cosmetic,Unique,True,1.61,1.44–1.77 ref,0.049,https://backpack.tf/stats/Unique/Air%20Raider/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Air Strike,Primary,Collector's,True,13217.82,220–242 keys,,https://backpack.tf/stats/Collector%27s/Air%20Strike/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Air Strike,Primary,Strange,True,21.78,19.11–24.44 ref,0.6641,https://backpack.tf/stats/Strange/Air%20Strike/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Air Strike,Primary,Unique,True,0.05,0.05 ref,0.0015,https://backpack.tf/stats/Unique/Air%20Strike/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Air Strike (Non-Craftable),Primary,Strange,False,33.06,26.11–40 ref,1.01,https://backpack.tf/stats/Strange/Air%20Strike/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Air Strike (Non-Craftable),Primary,Unique,False,0.33,0.33 ref,0.01,https://backpack.tf/stats/Unique/Air%20Strike/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Airborne Attire,Cosmetic,Strange,True,22.39,20.33–24.44 ref,0.6827,https://backpack.tf/stats/Strange/Airborne%20Attire/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Airborne Attire,Cosmetic,Unique,True,11.83,10.44–13.22 ref,0.36,https://backpack.tf/stats/Unique/Airborne%20Attire/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Airdog,Cosmetic,Strange,True,3.55,2.77–4.33 ref,0.1083,https://backpack.tf/stats/Strange/Airdog/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Airdog,Cosmetic,Unique,True,3.0,2.77–3.22 ref,0.0913,https://backpack.tf/stats/Unique/Airdog/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Airtight Arsonist,Cosmetic,Strange,True,7.0,6.11–7.88 ref,0.2133,https://backpack.tf/stats/Strange/Airtight%20Arsonist/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Airtight Arsonist,Cosmetic,Unique,True,4.33,3.33–5.33 ref,0.1321,https://backpack.tf/stats/Unique/Airtight%20Arsonist/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Aladdin's Private Reserve,Cosmetic,Strange,True,68.66,1.05–1.35 keys,,https://backpack.tf/stats/Strange/Aladdin%27s%20Private%20Reserve/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Aladdin's Private Reserve,Cosmetic,Unique,True,1.39,1 hat,,https://backpack.tf/stats/Unique/Aladdin%27s%20Private%20Reserve/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Aladdin's Private Reserve (Non-Craftable),Cosmetic,Unique,False,10.0,10 ref,0.305,https://backpack.tf/stats/Unique/Aladdin%27s%20Private%20Reserve/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alakablamicon,Cosmetic,Strange,True,12.78,11.55–14 ref,0.3896,https://backpack.tf/stats/Strange/Alakablamicon/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alakablamicon,Cosmetic,Unique,True,3.44,3–3.88 ref,0.1049,https://backpack.tf/stats/Unique/Alakablamicon/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alcoholic Automaton,Cosmetic,Strange,True,204.56,3.4–3.75 keys,,https://backpack.tf/stats/Strange/Alcoholic%20Automaton/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alcoholic Automaton,Cosmetic,Unique,True,58.65,0.95–1.1 keys,,https://backpack.tf/stats/Unique/Alcoholic%20Automaton/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Ali Baba's Wee Booties,Primary,Collector's,True,16879.9,295 keys,,https://backpack.tf/stats/Collector%27s/Ali%20Baba%27s%20Wee%20Booties/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Ali Baba's Wee Booties,Primary,Unique,True,0.05,0.05 ref,0.0015,https://backpack.tf/stats/Unique/Ali%20Baba%27s%20Wee%20Booties/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Ali Baba's Wee Booties (Non-Craftable),Primary,Unique,False,0.17,0.11–0.22 ref,0.005,https://backpack.tf/stats/Unique/Ali%20Baba%27s%20Wee%20Booties/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alien Cranium,Cosmetic,Genuine,True,57.22,1 key,,https://backpack.tf/stats/Genuine/Alien%20Cranium/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alien Cranium,Cosmetic,Unique,True,3.16,2.55–3.77 ref,0.0964,https://backpack.tf/stats/Unique/Alien%20Cranium/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alien Swarm Parasite,Cosmetic,Unique,True,6.44,6.22–6.66 ref,0.1964,https://backpack.tf/stats/Unique/Alien%20Swarm%20Parasite/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alien Swarm Parasite,Cosmetic,Vintage,True,28610.0,500 keys,,https://backpack.tf/stats/Vintage/Alien%20Swarm%20Parasite/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,All Hallows' Hatte,Cosmetic,Strange,True,278.95,4.85–4.9 keys,,https://backpack.tf/stats/Strange/All%20Hallows%27%20Hatte/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,All Hallows' Hatte,Cosmetic,Unique,True,40.05,35.55–44.55 ref,1.22,https://backpack.tf/stats/Unique/All%20Hallows%27%20Hatte/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,All-Father,Cosmetic,Strange,True,200.27,3.25–3.75 keys,,https://backpack.tf/stats/Strange/All-Father/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,All-Father,Cosmetic,Unique,True,4.78,4–5.55 ref,0.1456,https://backpack.tf/stats/Unique/All-Father/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,All-Father (Non-Craftable),Cosmetic,Strange,False,858.3,15 keys,,https://backpack.tf/stats/Strange/All-Father/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,All-Father (Non-Craftable),Cosmetic,Unique,False,123.02,1.8–2.5 keys,,https://backpack.tf/stats/Unique/All-Father/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Allbrero,Cosmetic,Strange,True,267.5,4.4–4.95 keys,,https://backpack.tf/stats/Strange/Allbrero/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Allbrero,Cosmetic,Unique,True,1.67,1.33–2 ref,0.05,https://backpack.tf/stats/Unique/Allbrero/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Aloha Apparel,Cosmetic,Strange,True,117.3,2–2.1 keys,,https://backpack.tf/stats/Strange/Aloha%20Apparel/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Aloha Apparel,Cosmetic,Unique,True,52.93,0.85–1 keys,,https://backpack.tf/stats/Unique/Aloha%20Apparel/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alpine Apparel,Cosmetic,Strange,True,9.0,7–11 ref,0.2745,https://backpack.tf/stats/Strange/Alpine%20Apparel/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alpine Apparel,Cosmetic,Unique,True,4.11,3.22–5 ref,0.1254,https://backpack.tf/stats/Unique/Alpine%20Apparel/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alpine Hawk,Cosmetic,Strange,True,13.0,13 ref,0.3965,https://backpack.tf/stats/Strange/Alpine%20Hawk/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alpine Hawk,Cosmetic,Unique,True,5.06,4.11–6 ref,0.1542,https://backpack.tf/stats/Unique/Alpine%20Hawk/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alternative Medicine Mann,Cosmetic,Haunted,True,26.56,26–27.11 ref,0.8099,https://backpack.tf/stats/Haunted/Alternative%20Medicine%20Mann/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Alternative Medicine Mann,Cosmetic,Unique,True,177.38,3.1 keys,,https://backpack.tf/stats/Unique/Alternative%20Medicine%20Mann/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Ambassador,Secondary,Collector's,True,4205.67,73–74 keys,,https://backpack.tf/stats/Collector%27s/Ambassador/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Ambassador,Secondary,Strange,True,5.11,4.77–5.44 ref,0.1557,https://backpack.tf/stats/Strange/Ambassador/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Ambassador,Secondary,Unique,True,57220.0,1000 keys,,https://backpack.tf/stats/Strange%20Unique/Ambassador/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Ambassador,Secondary,Vintage,True,3.61,2.88–4.33 ref,0.11,https://backpack.tf/stats/Vintage/Ambassador/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Ambassador (Non-Craftable),Secondary,Unique,False,0.22,0.22 ref,0.0067,https://backpack.tf/stats/Unique/Ambassador/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Amputator,Melee,Collector's,True,3948.18,69 keys,,https://backpack.tf/stats/Collector%27s/Amputator/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Amputator,Melee,Strange,True,32.38,29.88–34.88 ref,0.9876,https://backpack.tf/stats/Strange/Amputator/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Amputator,Melee,Unique,True,0.05,0.05 ref,0.0015,https://backpack.tf/stats/Unique/Amputator/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Amputator,Melee,Vintage,True,34.39,32–36.77 ref,1.05,https://backpack.tf/stats/Vintage/Amputator/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Amputator (Non-Craftable),Melee,Unique,False,0.22,0.22 ref,0.0067,https://backpack.tf/stats/Unique/Amputator/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,An Air of Debonair,Tool,Unique,True,34.44,31–37.88 ref,1.05,https://backpack.tf/stats/Unique/An%20Air%20of%20Debonair/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,An Extraordinary Abundance of Tinge,Tool,Unique,True,118.73,1.95–2.2 keys,,https://backpack.tf/stats/Unique/An%20Extraordinary%20Abundance%20of%20Tinge/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,An Extraordinary Abundance of Tinge (Non-Craftable),Tool,Unique,False,70.09,1.15–1.3 keys,,https://backpack.tf/stats/Unique/An%20Extraordinary%20Abundance%20of%20Tinge/Tradable/Non-Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Angel of Death,Cosmetic,Strange,True,766.75,13.4 keys,,https://backpack.tf/stats/Strange/Angel%20of%20Death/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Angel of Death,Cosmetic,Unique,True,7.67,7.11–8.22 ref,0.2338,https://backpack.tf/stats/Unique/Angel%20of%20Death/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Anger,Cosmetic,Genuine,True,88.69,1.55 keys,,https://backpack.tf/stats/Strange%20Genuine/Anger/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Anger,Cosmetic,Strange,True,68.66,1.15–1.25 keys,,https://backpack.tf/stats/Strange/Anger/Tradable/Craftable
2026-08-07T15:30:49,https://backpack.tf/spreadsheet,Anger,Cosmetic,Unique,True,2.94,2.88–3 ref,0.0897,https://backpack.tf/stats/Unique/Anger/Tradable/Craftable
