effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,exist,slot,summary,defindex,scrape_timestamp,usd_price,key_low,key_high,key_mid,item_type,bp_price_keys_equivalent,has_price
74,Spellbound,Polar Pullover,293424.16,5128 keys,0,misc,Level 1-100 Hat,30329,2026-07-21T22:54:09,8949.44,5128.0,5128.0,5128.0,cosmetic,4828.437715978278,True
74,Spellbound,Minnesota Slick,287244.4,5020 keys,0,misc,Level 1-100 Hair,30315,2026-07-21T22:54:09,8760.95,5020.0,5020.0,5020.0,cosmetic,4726.7467500411385,True
74,Spellbound,Das Übersternmann,283239.0,4950 keys,1,misc,Level 1-100 Hat,30097,2026-07-21T22:54:09,8638.79,4950.0,4950.0,4950.0,cosmetic,4660.835938785584,True
74,Spellbound,Prehistoric Pullover,247476.5,4325 keys,1,misc,Level 1-100 Hood,30704,2026-07-21T22:54:09,7548.03,4325.0,4325.0,4325.0,cosmetic,4072.3465525752836,True
74,Spellbound,Chill Chullo,244329.4,4270 keys,0,misc,Level 1-100 Hat,30748,2026-07-21T22:54:09,7452.05,4270.0,4270.0,4270.0,cosmetic,4020.559486588777,True
74,Spellbound,Outta Sight,237463.0,4150 keys,1,misc,Level 1-100 Hat,30628,2026-07-21T22:54:09,7242.62,4150.0,4150.0,4150.0,cosmetic,3907.569524436399,True
74,Spellbound,Burning Bandana,226019.0,3950 keys,2,misc,Level 1-100 Bandana,30091,2026-07-21T22:54:09,6893.58,3950.0,3950.0,3950.0,cosmetic,3719.252920849103,True
74,Spellbound,Familiar Fez,220297.0,3850 keys,1,misc,Level 1-100 Hat,223,2026-07-21T22:54:09,6719.06,3850.0,3850.0,3850.0,cosmetic,3625.0946190554546,True
74,Spellbound,Backwards Ballcap,210283.5,3675 keys,5,misc,Level 10 Hat,617,2026-07-21T22:54:09,6413.65,3675.0,3675.0,3675.0,cosmetic,3460.3175909165707,True
74,Spellbound,Tough Stuff Muffs,204561.5,3100–4050 keys,4,misc,Level 1-100 Hat,984,2026-07-21T22:54:09,6239.13,3100.0,4050.0,3575.0,cosmetic,3366.1592891229225,True
74,Spellbound,Killer Exclusive,188826.0,3300 keys,1,misc,Level 10 Hat,538,2026-07-21T22:54:09,5759.19,3300.0,3300.0,3300.0,cosmetic,3107.22395919039,True
74,Spellbound,Cosa Nostra Cap,183104.0,3200 keys,1,misc,Level 1-100 Hat,459,2026-07-21T22:54:09,5584.67,3200.0,3200.0,3200.0,cosmetic,3013.0656573967417,True
74,Spellbound,Honcho's Headgear,180243.0,3150 keys,2,misc,Level 1-100 Hat,391,2026-07-21T22:54:09,5497.41,3150.0,3150.0,3150.0,cosmetic,2965.9865064999176,True
74,Spellbound,Shooter's Sola Topi,143050.0,2500 keys,2,misc,Level 1-100 Helmet,158,2026-07-21T22:54:09,4363.02,2500.0,2500.0,2500.0,cosmetic,2353.9575448412043,True
74,Spellbound,Your Worst Nightmare,128745.0,1800–2700 keys,2,misc,Level 10 Hair,600,2026-07-21T22:54:09,3926.72,1800.0,2700.0,2250.0,cosmetic,2118.561790357084,True
74,Spellbound,Head Warmer,125884.0,2200 keys,2,misc,Level 1-100 Hat,644,2026-07-21T22:54:09,3839.46,2200.0,2200.0,2200.0,cosmetic,2071.48263946026,True
74,Spellbound,Glengarry Bonnet,123023.0,2150 keys,2,misc,Level 1-100 Hat,100,2026-07-21T22:54:09,3752.2,2150.0,2150.0,2150.0,cosmetic,2024.4034885634358,True
74,Spellbound,Hustler's Hallmark,117301.0,2050 keys,1,misc,Level 1-100 Hat,146,2026-07-21T22:54:09,3577.68,2050.0,2050.0,2050.0,cosmetic,1930.2451867697876,True
74,Spellbound,A Rather Festive Tree,114440.0,2000 keys,2,misc,Level 1-100 Hat,341,2026-07-21T22:54:09,3490.42,2000.0,2000.0,2000.0,cosmetic,1883.1660358729634,True
74,Spellbound,Galvanized Gibus,114440.0,2000 keys,3,misc,Level 1-100 Hat,30003,2026-07-21T22:54:09,3490.42,2000.0,2000.0,2000.0,cosmetic,1883.1660358729634,True
74,Spellbound,Horrific Headsplitter,114440.0,2000 keys,3,misc,Level 31 Hat,291,2026-07-21T22:54:09,3490.42,2000.0,2000.0,2000.0,cosmetic,1883.1660358729634,True
74,Spellbound,Sergeant's Drill Hat,114440.0,1800–2200 keys,4,misc,Level 1-100 Hat,183,2026-07-21T22:54:09,3490.42,1800.0,2200.0,2000.0,cosmetic,1883.1660358729634,True
74,Spellbound,Swagman's Swatter,114440.0,2000 keys,2,misc,Level 10 Hat,626,2026-07-21T22:54:09,3490.42,2000.0,2000.0,2000.0,cosmetic,1883.1660358729634,True
74,Spellbound,Greased Lightning,108718.0,1900 keys,2,misc,Level 1-100 Hair,30078,2026-07-21T22:54:09,3315.9,1900.0,1900.0,1900.0,cosmetic,1789.0077340793155,True
74,Spellbound,Milkman,108718.0,1900 keys,2,misc,Level 1-100 Hat,219,2026-07-21T22:54:09,3315.9,1900.0,1900.0,1900.0,cosmetic,1789.0077340793155,True
74,Spellbound,Towering Pillar of Hats,108718.0,1900 keys,3,misc,Level 1-100 Hat,135,2026-07-21T22:54:09,3315.9,1900.0,1900.0,1900.0,cosmetic,1789.0077340793155,True
74,Spellbound,Wet Works,108718.0,1900 keys,2,misc,Level 1-100 Hat,30135,2026-07-21T22:54:09,3315.9,1900.0,1900.0,1900.0,cosmetic,1789.0077340793155,True
74,Spellbound,Reggaelator,102996.0,1800 keys,1,misc,Level 1-100 Hat,390,2026-07-21T22:54:09,3141.38,1800.0,1800.0,1800.0,cosmetic,1694.8494322856673,True
74,Spellbound,Nuke,100135.0,1750 keys,0,misc,Level 1-100 Hair,30885,2026-07-21T22:54:09,3054.12,1750.0,1750.0,1750.0,cosmetic,1647.7702813888432,True
74,Spellbound,Platinum Pickelhaube,100135.0,1750 keys,2,misc,Level 1-100 Helmet,30042,2026-07-21T22:54:09,3054.12,1750.0,1750.0,1750.0,cosmetic,1647.7702813888432,True
74,Spellbound,Détective Noir,98704.5,1725 keys,2,misc,Level 1-100 Hat,319,2026-07-21T22:54:09,3010.49,1725.0,1725.0,1725.0,cosmetic,1624.230705940431,True
74,Spellbound,Stout Shako,95843.5,1400–1950 keys,2,misc,Level 1-100 Hat,251,2026-07-21T22:54:09,2923.23,1400.0,1950.0,1675.0,cosmetic,1577.151555043607,True
74,Spellbound,Front Runner,94413.0,1650 keys,2,misc,Level 1-100 Hat,760,2026-07-21T22:54:09,2879.6,1650.0,1650.0,1650.0,cosmetic,1553.611979595195,True
74,Spellbound,Full Metal Drill Hat,94413.0,1650 keys,3,misc,Level 1-100 Hat,30026,2026-07-21T22:54:09,2879.6,1650.0,1650.0,1650.0,cosmetic,1553.611979595195,True
74,Spellbound,Shellmet,94413.0,1650 keys,0,misc,Level 1-100 Helmet,30897,2026-07-21T22:54:09,2879.6,1650.0,1650.0,1650.0,cosmetic,1553.611979595195,True
74,Spellbound,Modest Metal Pile of Scrap,88691.0,1300–1800 keys,1,misc,Level 1-100 Hat,30001,2026-07-21T22:54:09,2705.08,1300.0,1800.0,1550.0,cosmetic,1459.4536778015467,True
74,Spellbound,Das Naggenvatcher,86974.4,1520 keys,2,misc,Level 1-100 Hat,30109,2026-07-21T22:54:09,2652.72,1520.0,1520.0,1520.0,cosmetic,1431.2061872634522,True
74,Spellbound,Baron von Havenaplane,85830.0,1500 keys,3,misc,Level 1-100 Hat,30136,2026-07-21T22:54:09,2617.82,1500.0,1500.0,1500.0,cosmetic,1412.3745269047226,True
74,Spellbound,Doctor's Sack,85830.0,1500 keys,2,misc,Level 1-100 Hat,398,2026-07-21T22:54:09,2617.82,1500.0,1500.0,1500.0,cosmetic,1412.3745269047226,True
74,Spellbound,Modest Pile of Hat,85830.0,1500 keys,1,misc,Level 1-100 Hat,139,2026-07-21T22:54:09,2617.82,1500.0,1500.0,1500.0,cosmetic,1412.3745269047226,True
74,Spellbound,Triboniophorus Tyrannus,85830.0,1500 keys,1,misc,Level 1-100 Mascot,151,2026-07-21T22:54:09,2617.82,1500.0,1500.0,1500.0,cosmetic,1412.3745269047226,True
74,Spellbound,Cotton Head,82969.0,1450 keys,2,misc,Level 1-100 Hat,30175,2026-07-21T22:54:09,2530.55,1450.0,1450.0,1450.0,cosmetic,1365.2953760078985,True
74,Spellbound,Prince Tavish's Crown,80108.0,1400 keys,2,misc,Level 1-100 Hat,342,2026-07-21T22:54:09,2443.29,1400.0,1400.0,1400.0,cosmetic,1318.2162251110744,True
74,Spellbound,Brown Bomber,77247.0,1300–1400 keys,1,misc,Level 1-100 Hat,671,2026-07-21T22:54:09,2356.03,1300.0,1400.0,1350.0,cosmetic,1271.1370742142503,True
74,Spellbound,Harmburg,77247.0,1350 keys,3,misc,Level 1-100 Hat,30123,2026-07-21T22:54:09,2356.03,1350.0,1350.0,1350.0,cosmetic,1271.1370742142503,True
74,Spellbound,Whoopee Cap,77247.0,1350 keys,2,misc,Level 1-100 Hat,174,2026-07-21T22:54:09,2356.03,1350.0,1350.0,1350.0,cosmetic,1271.1370742142503,True
74,Spellbound,Ol' Geezer,74386.0,1300 keys,2,misc,Level 1-100 Hat,399,2026-07-21T22:54:09,2268.77,1300.0,1300.0,1300.0,cosmetic,1224.0579233174262,True
74,Spellbound,Strontium Stove Pipe,74386.0,1300 keys,2,misc,Level 1-100 Hat,30037,2026-07-21T22:54:09,2268.77,1300.0,1300.0,1300.0,cosmetic,1224.0579233174262,True
74,Spellbound,Ye Oiled Baker Boy,74386.0,1300 keys,3,misc,Level 1-100 Hat,30019,2026-07-21T22:54:09,2268.77,1300.0,1300.0,1300.0,cosmetic,1224.0579233174262,True
74,Spellbound,Das Maddendoktor,71525.0,1250 keys,2,misc,Level 1-100 Hair,30121,2026-07-21T22:54:09,2181.51,1250.0,1250.0,1250.0,cosmetic,1176.9787724206021,True
74,Spellbound,Tartan Spartan,70952.8,1240 keys,2,misc,Level 1-100 Helmet,30106,2026-07-21T22:54:09,2164.06,1240.0,1240.0,1240.0,cosmetic,1167.5629422412374,True
74,Spellbound,Data Mining Light,68664.0,1200 keys,1,misc,Level 1-100 Helmet,30051,2026-07-21T22:54:09,2094.25,1200.0,1200.0,1200.0,cosmetic,1129.899621523778,True
74,Spellbound,FR-0,68664.0,1200 keys,1,misc,Level 1-100 Hat,30016,2026-07-21T22:54:09,2094.25,1200.0,1200.0,1200.0,cosmetic,1129.899621523778,True
74,Spellbound,Jumper's Jeepcap,68664.0,1200 keys,1,misc,Level 1-100 Hat,417,2026-07-21T22:54:09,2094.25,1200.0,1200.0,1200.0,cosmetic,1129.899621523778,True
74,Spellbound,Madame Dixie,68664.0,1200 keys,2,misc,Level 1-100 Hat,321,2026-07-21T22:54:09,2094.25,1200.0,1200.0,1200.0,cosmetic,1129.899621523778,True
74,Spellbound,Barnstormer,65803.0,1150 keys,2,misc,Level 1-100 Hat,988,2026-07-21T22:54:09,2006.99,1150.0,1150.0,1150.0,cosmetic,1082.820470626954,True
74,Spellbound,Dragonborn Helmet,62942.0,1100 keys,3,misc,Level 10 Helmet,517,2026-07-21T22:54:09,1919.73,1100.0,1100.0,1100.0,cosmetic,1035.74131973013,True
74,Spellbound,L'homme Burglerre,62942.0,1100 keys,3,misc,Level 1-100 Hat,30182,2026-07-21T22:54:09,1919.73,1100.0,1100.0,1100.0,cosmetic,1035.74131973013,True
74,Spellbound,Prancer's Pride,62942.0,1100 keys,2,misc,Level 1-100 Hat,318,2026-07-21T22:54:09,1919.73,1100.0,1100.0,1100.0,cosmetic,1035.74131973013,True
74,Spellbound,Respectless Rubber Glove,62942.0,1100 keys,4,misc,Level 1-100 Hat,102,2026-07-21T22:54:09,1919.73,1100.0,1100.0,1100.0,cosmetic,1035.74131973013,True
74,Spellbound,Tartan Tyrolean,62942.0,1100 keys,1,misc,Level 1-100 Hat,30334,2026-07-21T22:54:09,1919.73,1100.0,1100.0,1100.0,cosmetic,1035.74131973013,True
74,Spellbound,Cold Killer,58364.4,1020 keys,4,misc,Level 1-100 Hat,981,2026-07-21T22:54:09,1780.11,1020.0,1020.0,1020.0,cosmetic,960.4146782952114,True
74,Spellbound,Law,57849.42,1011 keys,2,misc,Level 1-100 Hat,30362,2026-07-21T22:54:09,1764.41,1011.0,1011.0,1011.0,cosmetic,951.940431133783,True
74,Spellbound,Blast Defense,57220.0,1000 keys,0,misc,Level 1-100 Headgear,30863,2026-07-21T22:54:09,1745.21,1000.0,1000.0,1000.0,cosmetic,941.5830179364817,True
74,Spellbound,Bone Dome,57220.0,1000 keys,4,misc,Level 1-100 Helmet,30162,2026-07-21T22:54:09,1745.21,1000.0,1000.0,1000.0,cosmetic,941.5830179364817,True
74,Spellbound,Hermes,57220.0,1000 keys,2,misc,Level 10 Hat,633,2026-07-21T22:54:09,1745.21,1000.0,1000.0,1000.0,cosmetic,941.5830179364817,True
74,Spellbound,Scotch Bonnet,57220.0,1000 keys,1,misc,Level 1-100 Headgear,306,2026-07-21T22:54:09,1745.21,1000.0,1000.0,1000.0,cosmetic,941.5830179364817,True
74,Spellbound,Gentleman's Gatsby,54359.0,950 keys,1,misc,Level 1-100 Hat,184,2026-07-21T22:54:09,1657.95,950.0,950.0,950.0,cosmetic,894.5038670396577,True
74,Spellbound,Tavish DeGroot Experience,53786.8,940 keys,5,misc,Level 10 Hat,604,2026-07-21T22:54:09,1640.5,940.0,940.0,940.0,cosmetic,885.088036860293,True
74,Spellbound,Executioner,53214.6,860–1000 keys,2,misc,Level 1-100 Hat,921,2026-07-21T22:54:09,1623.05,860.0,1000.0,930.0,cosmetic,875.6722066809281,True
74,Spellbound,Letch's LED,52642.4,920 keys,4,misc,Level 1-100 Hat,30002,2026-07-21T22:54:09,1605.59,920.0,920.0,920.0,cosmetic,866.2563765015633,True
74,Spellbound,Blighted Beak,51498.0,900 keys,1,misc,Level 1-100 Mask,315,2026-07-21T22:54:09,1570.69,900.0,900.0,900.0,cosmetic,847.4247161428336,True
74,Spellbound,Halogen Head Lamp,51498.0,900 keys,1,misc,Level 1-100 Hat,30041,2026-07-21T22:54:09,1570.69,900.0,900.0,900.0,cosmetic,847.4247161428336,True
74,Spellbound,Belgian Detective,48637.0,850 keys,1,misc,Level 1-100 Hat,30128,2026-07-21T22:54:09,1483.43,850.0,850.0,850.0,cosmetic,800.3455652460095,True
74,Spellbound,Bonk Leadwear,48637.0,850 keys,2,misc,Level 1-100 Helmet,30030,2026-07-21T22:54:09,1483.43,850.0,850.0,850.0,cosmetic,800.3455652460095,True
74,Spellbound,L'Inspecteur,48637.0,850 keys,1,misc,Level 10 Hat,622,2026-07-21T22:54:09,1483.43,850.0,850.0,850.0,cosmetic,800.3455652460095,True
74,Spellbound,Tippler's Tricorne,48637.0,850 keys,3,misc,Level 1-100 Hat,179,2026-07-21T22:54:09,1483.43,850.0,850.0,850.0,cosmetic,800.3455652460095,True
74,Spellbound,Medic's Mountain Cap,47492.6,830 keys,1,misc,Level 1-100 Hat,381,2026-07-21T22:54:09,1448.52,830.0,830.0,830.0,cosmetic,781.5139048872799,True
74,Spellbound,Katyusha,46920.4,820 keys,2,misc,Level 1-100 Hat,30094,2026-07-21T22:54:09,1431.07,820.0,820.0,820.0,cosmetic,772.0980747079151,True
74,Spellbound,One-Man Army,46348.2,810 keys,2,misc,Level 10 Hair,601,2026-07-21T22:54:09,1413.62,810.0,810.0,810.0,cosmetic,762.6822445285502,True
74,Spellbound,Birdcage,45776.0,800 keys,2,misc,Level 10 Hat,615,2026-07-21T22:54:09,1396.17,800.0,800.0,800.0,cosmetic,753.2664143491854,True
74,Spellbound,Hard Counter,45776.0,800 keys,2,misc,Level 1-100 Hat,254,2026-07-21T22:54:09,1396.17,800.0,800.0,800.0,cosmetic,753.2664143491854,True
74,Spellbound,Pampered Pyro,45776.0,800 keys,3,misc,Level 1-100 Towel,30139,2026-07-21T22:54:09,1396.17,800.0,800.0,800.0,cosmetic,753.2664143491854,True
74,Spellbound,Stately Steel Toe,45203.8,790 keys,1,misc,Level 1-100 Hat,481,2026-07-21T22:54:09,1378.72,790.0,790.0,790.0,cosmetic,743.8505841698206,True
74,Spellbound,Hound Dog,43658.86,763 keys,3,misc,Level 1-100 Hair,145,2026-07-21T22:54:09,1331.6,763.0,763.0,763.0,cosmetic,718.4278426855356,True
74,Spellbound,Conquistador,43487.2,760 keys,4,misc,Level 1-100 Helmet,721,2026-07-21T22:54:09,1326.36,760.0,760.0,760.0,cosmetic,715.6030936317261,True
74,Spellbound,Hottie's Hoodie,43487.2,760 keys,2,misc,Level 1-100 Hood,377,2026-07-21T22:54:09,1326.36,760.0,760.0,760.0,cosmetic,715.6030936317261,True
74,Spellbound,Gridiron Guardian,42915.0,750 keys,2,misc,Level 1-100 Helmet,30013,2026-07-21T22:54:09,1308.91,750.0,750.0,750.0,cosmetic,706.1872634523613,True
74,Spellbound,Nanobalaclava,42628.9,640–850 keys,4,misc,Level 10 Hat,521,2026-07-21T22:54:09,1300.18,640.0,850.0,745.0,cosmetic,701.4793483626789,True
74,Spellbound,Fruit Shoot,40054.0,700 keys,1,misc,Level 1-100 Hat,759,2026-07-21T22:54:09,1221.65,700.0,700.0,700.0,cosmetic,659.1081125555372,True
74,Spellbound,Wraith Wrap,39767.9,695 keys,1,misc,Level 1-100 Apparel,937,2026-07-21T22:54:09,1212.92,695.0,695.0,695.0,cosmetic,654.4001974658548,True
74,Spellbound,Pirate Bandana,38623.5,675 keys,2,misc,Level 1-100 Hat,30180,2026-07-21T22:54:09,1178.02,675.0,675.0,675.0,cosmetic,635.5685371071252,True
74,Spellbound,Magnificent Mongolian,37765.2,660 keys,3,misc,Level 1-100 Hat,313,2026-07-21T22:54:09,1151.84,660.0,660.0,660.0,cosmetic,621.4447918380779,True
74,Spellbound,Slick Cut,37193.0,650 keys,4,misc,Level 1-100 Hair,30187,2026-07-21T22:54:09,1134.39,650.0,650.0,650.0,cosmetic,612.0289616587131,True
74,Spellbound,Copper's Hard Top,37135.78,649 keys,1,misc,Level 1-100 Helmet,478,2026-07-21T22:54:09,1132.64,649.0,649.0,649.0,cosmetic,611.0873786407766,True
74,Spellbound,Carouser's Capotain,34332.0,600 keys,2,misc,Level 1-100 Hat,259,2026-07-21T22:54:09,1047.13,600.0,600.0,600.0,cosmetic,564.949810761889,True
74,Spellbound,Dr's Dapper Topper,34332.0,600 keys,1,misc,Level 1-100 Hat,252,2026-07-21T22:54:09,1047.13,600.0,600.0,600.0,cosmetic,564.949810761889,True
74,Spellbound,Flamboyant Flamenco,34332.0,600 keys,2,misc,Level 10 Hat,627,2026-07-21T22:54:09,1047.13,600.0,600.0,600.0,cosmetic,564.949810761889,True
74,Spellbound,Shooter's Tin Topi,34045.9,595 keys,3,misc,Level 1-100 Hat,30005,2026-07-21T22:54:09,1038.4,595.0,595.0,595.0,cosmetic,560.2418956722066,True
74,Spellbound,Furious Fukaamigasa,31471.0,550 keys,2,misc,Level 1-100 Hat,395,2026-07-21T22:54:09,959.87,550.0,550.0,550.0,cosmetic,517.870659865065,True
74,Spellbound,Janissary Ketche,31471.0,550 keys,1,misc,Level 1-100 Hat,437,2026-07-21T22:54:09,959.87,550.0,550.0,550.0,cosmetic,517.870659865065,True
74,Spellbound,Anger,31184.9,545 keys,0,misc,Level 10 Hood,518,2026-07-21T22:54:09,951.14,545.0,545.0,545.0,cosmetic,513.1627447753826,True
74,Spellbound,Hot Dogger,30898.8,540 keys,2,misc,Level 10 Hat,614,2026-07-21T22:54:09,942.41,540.0,540.0,540.0,cosmetic,508.45482968570013,True
74,Spellbound,Pugilist's Protector,30612.7,535 keys,1,misc,Level 1-100 Headgear,246,2026-07-21T22:54:09,933.69,535.0,535.0,535.0,cosmetic,503.74691459601775,True
74,Spellbound,Das Gutenkutteharen,28610.0,500 keys,1,misc,Level 1-100 Hair,30127,2026-07-21T22:54:09,872.61,500.0,500.0,500.0,cosmetic,470.79150896824086,True
74,Spellbound,Feathered Fiend,28610.0,500 keys,1,misc,Level 1-100 Headgear,30903,2026-07-21T22:54:09,872.61,500.0,500.0,500.0,cosmetic,470.79150896824086,True
74,Spellbound,Brim-Full of Bullets,27465.6,480 keys,3,misc,Level 1-100 Hat,30173,2026-07-21T22:54:09,837.7,480.0,480.0,480.0,cosmetic,451.9598486095112,True
74,Spellbound,Bot Dogger,26321.2,460 keys,3,misc,Level 1-100 Hat,30018,2026-07-21T22:54:09,802.8,460.0,460.0,460.0,cosmetic,433.12818825078165,True
74,Spellbound,Bombing Run,25176.8,440 keys,3,misc,Level 1-100 Helmet,249,2026-07-21T22:54:09,767.89,440.0,440.0,440.0,cosmetic,414.296527892052,True
74,Spellbound,Electric Escorter,24604.6,430 keys,3,misc,Level 1-100 Hat,30025,2026-07-21T22:54:09,750.44,430.0,430.0,430.0,cosmetic,404.88069771268715,True
74,Spellbound,Kiss King,24604.6,430 keys,1,misc,Level 1-100 Hat,30313,2026-07-21T22:54:09,750.44,430.0,430.0,430.0,cosmetic,404.88069771268715,True
74,Spellbound,Bunsen Brave,22888.0,400 keys,2,misc,Level 1-100 Hat,30054,2026-07-21T22:54:09,698.08,400.0,400.0,400.0,cosmetic,376.6332071745927,True
74,Spellbound,Master's Yellow Belt,22888.0,400 keys,3,misc,Level 1-100 Hat,110,2026-07-21T22:54:09,698.08,400.0,400.0,400.0,cosmetic,376.6332071745927,True
74,Spellbound,Powdered Practitioner,22029.7,385 keys,1,misc,Level 1-100 Hat,30069,2026-07-21T22:54:09,671.91,385.0,385.0,385.0,cosmetic,362.5094619055455,True
74,Spellbound,Berliner's Bucket Helm,20027.0,350 keys,1,misc,Level 1-100 Helmet,303,2026-07-21T22:54:09,610.82,350.0,350.0,350.0,cosmetic,329.5540562777686,True
74,Spellbound,Bootleg Base Metal Billycock,18882.6,330 keys,2,misc,Level 1-100 Hat,30047,2026-07-21T22:54:09,575.92,330.0,330.0,330.0,cosmetic,310.72239591903895,True
74,Spellbound,Ol' Snaggletooth,17537.93,267–346 keys,1,misc,Level 1-100 Hat,229,2026-07-21T22:54:09,534.91,267.0,346.0,306.5,cosmetic,288.5951949975317,True
74,Spellbound,Berlin Brain Bowl,17166.0,300 keys,0,misc,Level 1-100 Headgear,30755,2026-07-21T22:54:09,523.56,300.0,300.0,300.0,cosmetic,282.4749053809445,True
74,Spellbound,Charmer's Chapeau,17166.0,300 keys,3,misc,Level 1-100 Hat,397,2026-07-21T22:54:09,523.56,300.0,300.0,300.0,cosmetic,282.4749053809445,True
74,Spellbound,Field Practice,17166.0,300 keys,0,misc,Level 1-100 Headgear,30862,2026-07-21T22:54:09,523.56,300.0,300.0,300.0,cosmetic,282.4749053809445,True
74,Spellbound,Gentleman's Ushanka,17166.0,300 keys,2,misc,Level 1-100 Hat,778,2026-07-21T22:54:09,523.56,300.0,300.0,300.0,cosmetic,282.4749053809445,True
74,Spellbound,Defiant Spartan,16593.8,290 keys,0,misc,Level 1-100 Helmet,340,2026-07-21T22:54:09,506.11,290.0,290.0,290.0,cosmetic,273.0590752015797,True
74,Spellbound,El Jefe,16450.75,275–300 keys,2,misc,Level 10 Hat,539,2026-07-21T22:54:09,501.75,275.0,300.0,287.5,cosmetic,270.7051176567385,True
74,Spellbound,Bear Necessities,16021.6,280 keys,1,misc,Level 1-100 Spirit Animal,30122,2026-07-21T22:54:09,488.66,280.0,280.0,280.0,cosmetic,263.6432450222149,True
74,Spellbound,Rotation Sensation,16021.6,280 keys,0,misc,Level 1-100 Hat,30623,2026-07-21T22:54:09,488.66,280.0,280.0,280.0,cosmetic,263.6432450222149,True
74,Spellbound,Valley Forge,15964.38,279 keys,2,misc,Level 1-100 Hat,30114,2026-07-21T22:54:09,486.91,279.0,279.0,279.0,cosmetic,262.7016620042784,True
74,Spellbound,Human Cannonball,15449.4,270 keys,1,misc,Level 1-100 Helmet,817,2026-07-21T22:54:09,471.21,270.0,270.0,270.0,cosmetic,254.22741484285007,True
74,Spellbound,Black Watch,13732.8,240 keys,0,misc,Level 1-100 Hat,30105,2026-07-21T22:54:09,418.85,240.0,240.0,240.0,cosmetic,225.9799243047556,True
74,Spellbound,Killer's Kabuto,13618.36,238 keys,1,misc,Level 1-100 Helmet,152,2026-07-21T22:54:09,415.36,238.0,238.0,238.0,cosmetic,224.09675826888267,True
74,Spellbound,Hive Minder,13446.7,235 keys,2,misc,Level 1-100 Hat,30093,2026-07-21T22:54:09,410.12,235.0,235.0,235.0,cosmetic,221.27200921507324,True
74,Spellbound,Conjurer's Cowl,13389.48,234 keys,1,misc,Level 1-100 Hood,465,2026-07-21T22:54:09,408.38,234.0,234.0,234.0,cosmetic,220.33042619713672,True
