source_value,source_value_high,source_currency,source_last_update,effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,bp_price_all,slot,summary,defindex,scrape_timestamp,usd_price,key_low,key_high,key_mid,item_type,key_price_ref,key_rate_source,bp_price_keys_equivalent,has_price,source_price_low,source_price_high,source_price_unit,source_price_provenance,market_id,collected_at,cleaning_version,price_status,source_updated_at,price_change_fraction,quality_flags,raw_row_number
16.0,17.0,keys,1562341235,6,Green Confetti,Big Country,1032.88,16–17 keys,"1,032.88 ref",misc,Level 1-100 Hair,382,2026-09-11T04:38:28+00:00,,16.0,17.0,16.5,cosmetic,64.555,backpack_tf_api,16.0,True,16.0,17.0,keys,api_original,tf2:unusual:382:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2019-07-05T15:40:35+00:00,0.0,,36
8.5,12.0,keys,1573847544,6,Green Confetti,Big Elfin Deal,548.7175,8.5–12 keys,548.72 ref,misc,Level 1-100 Hat,652,2026-09-11T04:38:28+00:00,,8.5,12.0,10.25,cosmetic,64.555,backpack_tf_api,8.499999999999998,True,8.5,12.0,keys,api_original,tf2:unusual:652:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2019-11-15T19:52:24+00:00,0.0,,37
11.0,11.0,keys,1755074128,6,Green Confetti,Birdcage,710.105,11 keys,710.11 ref,misc,Level 10 Hat,615,2026-09-11T04:38:28+00:00,,11.0,11.0,11.0,cosmetic,64.555,backpack_tf_api,11.0,True,11.0,11.0,keys,api_original,tf2:unusual:615:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2025-08-13T08:35:28+00:00,0.0,,38
10.0,10.0,keys,1594386478,6,Green Confetti,Black Watch,645.55,10 keys,645.55 ref,misc,Level 1-100 Hat,30105,2026-09-11T04:38:28+00:00,,10.0,10.0,10.0,cosmetic,64.555,backpack_tf_api,9.999999999999998,True,10.0,10.0,keys,api_original,tf2:unusual:30105:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2020-07-10T13:07:58+00:00,0.0,,39
16.0,17.0,keys,1751688696,6,Green Confetti,Blast Defense,1032.88,16–17 keys,"1,032.88 ref",misc,Level 1-100 Headgear,30863,2026-09-11T04:38:28+00:00,,16.0,17.0,16.5,cosmetic,64.555,backpack_tf_api,16.0,True,16.0,17.0,keys,api_original,tf2:unusual:30863:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2025-07-05T04:11:36+00:00,0.0,,40
225.0,255.0,keys,1770319972,6,Green Confetti,Blighted Beak,14524.875,225–255 keys,"14,524.88 ref",misc,Level 1-100 Mask,315,2026-09-11T04:38:28+00:00,,225.0,255.0,240.0,cosmetic,64.555,backpack_tf_api,224.99999999999997,True,225.0,255.0,keys,api_original,tf2:unusual:315:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2026-02-05T19:32:52+00:00,-1.1102230246251565e-16,,41
12.0,12.0,keys,1536515888,6,Green Confetti,Bloke's Bucket Hat,774.66,12 keys,774.66 ref,misc,Level 1-100 Hat,181,2026-09-11T04:38:28+00:00,,12.0,12.0,12.0,cosmetic,64.555,backpack_tf_api,11.999999999999998,True,12.0,12.0,keys,api_original,tf2:unusual:181:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2018-09-09T17:58:08+00:00,0.0,,42
9.5,9.5,keys,1676814278,6,Green Confetti,Bolted Bicorne,613.2725,9.5 keys,613.27 ref,misc,Level 1-100 Hat,30034,2026-09-11T04:38:28+00:00,,9.5,9.5,9.5,cosmetic,64.555,backpack_tf_api,9.5,True,9.5,9.5,keys,api_original,tf2:unusual:30034:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2023-02-19T13:44:38+00:00,0.0,,43
9.0,9.0,keys,1669909479,6,Green Confetti,Bolted Birdcage,580.995,9 keys,581.00 ref,misc,Level 1-100 Hat,30057,2026-09-11T04:38:28+00:00,,9.0,9.0,9.0,cosmetic,64.555,backpack_tf_api,9.0,True,9.0,9.0,keys,api_original,tf2:unusual:30057:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2022-12-01T15:44:39+00:00,0.0,,44
8.0,8.0,keys,1702156896,6,Green Confetti,Bombard Brigadier,516.44,8 keys,516.44 ref,misc,Level 1-100 Hat,31309,2026-09-11T04:38:28+00:00,,8.0,8.0,8.0,cosmetic,64.555,backpack_tf_api,8.0,True,8.0,8.0,keys,api_original,tf2:unusual:31309:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2023-12-09T21:21:36+00:00,0.0,,45
60.0,60.0,keys,1588269329,6,Green Confetti,Bomber Knight,3873.3,60 keys,"3,873.30 ref",misc,Level 1-100 Helmet,30830,2026-09-11T04:38:28+00:00,,60.0,60.0,60.0,cosmetic,64.555,backpack_tf_api,60.0,True,60.0,60.0,keys,api_original,tf2:unusual:30830:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2020-04-30T17:55:29+00:00,0.0,,46
14.0,14.0,keys,1721742119,6,Green Confetti,Bomber's Bucket Hat,903.77,14 keys,903.77 ref,misc,Level 1-100 Hat,30547,2026-09-11T04:38:28+00:00,,14.0,14.0,14.0,cosmetic,64.555,backpack_tf_api,13.999999999999998,True,14.0,14.0,keys,api_original,tf2:unusual:30547:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2024-07-23T13:41:59+00:00,0.0,,47
7.0,9.5,keys,1631348022,6,Green Confetti,Bombing Run,451.885,7–9.5 keys,451.89 ref,misc,Level 1-100 Helmet,249,2026-09-11T04:38:28+00:00,,7.0,9.5,8.25,cosmetic,64.555,backpack_tf_api,6.999999999999999,True,7.0,9.5,keys,api_original,tf2:unusual:249:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2021-09-11T08:13:42+00:00,0.0,,48
10.0,14.0,keys,1573936916,6,Green Confetti,Bone Dome,645.55,10–14 keys,645.55 ref,misc,Level 1-100 Helmet,30162,2026-09-11T04:38:28+00:00,,10.0,14.0,12.0,cosmetic,64.555,backpack_tf_api,9.999999999999998,True,10.0,14.0,keys,api_original,tf2:unusual:30162:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2019-11-16T20:41:56+00:00,0.0,,49
170.0,170.0,keys,1712761180,6,Green Confetti,Bonk Boy,10974.35,170 keys,"10,974.35 ref",misc,Level 1-100 Mask,451,2026-09-11T04:38:28+00:00,,170.0,170.0,170.0,cosmetic,64.555,backpack_tf_api,170.0,True,170.0,170.0,keys,api_original,tf2:unusual:451:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2024-04-10T14:59:40+00:00,0.0,,50
17.0,17.0,keys,1750752528,6,Green Confetti,Bonk Helm,1097.435,17 keys,"1,097.44 ref",misc,Level 1-100 Helmet,106,2026-09-11T04:38:28+00:00,,17.0,17.0,17.0,cosmetic,64.555,backpack_tf_api,16.999999999999996,True,17.0,17.0,keys,api_original,tf2:unusual:106:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2025-06-24T08:08:48+00:00,0.0,,51
11.0,11.0,keys,1517105044,6,Green Confetti,Bootleg Base Metal Billycock,710.105,11 keys,710.11 ref,misc,Level 1-100 Hat,30047,2026-09-11T04:38:28+00:00,,11.0,11.0,11.0,cosmetic,64.555,backpack_tf_api,11.0,True,11.0,11.0,keys,api_original,tf2:unusual:30047:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2018-01-28T02:04:04+00:00,0.0,,52
10.0,13.0,keys,1625846978,6,Green Confetti,Bot Dogger,645.55,10–13 keys,645.55 ref,misc,Level 1-100 Hat,30018,2026-09-11T04:38:28+00:00,,10.0,13.0,11.5,cosmetic,64.555,backpack_tf_api,9.999999999999998,True,10.0,13.0,keys,api_original,tf2:unusual:30018:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2021-07-09T16:09:38+00:00,0.0,,53
11.0,11.0,keys,1677775595,6,Green Confetti,Bottle Cap,710.105,11 keys,710.11 ref,misc,Level 1-100 Hat,31042,2026-09-11T04:38:28+00:00,,11.0,11.0,11.0,cosmetic,64.555,backpack_tf_api,11.0,True,11.0,11.0,keys,api_original,tf2:unusual:31042:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2023-03-02T16:46:35+00:00,0.0,,54
17.0,17.0,keys,1746100313,6,Green Confetti,Boxcar Bomber,1097.435,17 keys,"1,097.44 ref",misc,Level 1-100 Hat,30546,2026-09-11T04:38:28+00:00,,17.0,17.0,17.0,cosmetic,64.555,backpack_tf_api,16.999999999999996,True,17.0,17.0,keys,api_original,tf2:unusual:30546:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2025-05-01T11:51:53+00:00,0.0,,55
13.0,13.0,keys,1507315084,6,Green Confetti,Brain Bucket,839.215,13 keys,839.22 ref,misc,Level 1-100 Hat,434,2026-09-11T04:38:28+00:00,,13.0,13.0,13.0,cosmetic,64.555,backpack_tf_api,13.0,True,13.0,13.0,keys,api_original,tf2:unusual:434:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2017-10-06T18:38:04+00:00,0.0,,56
16.0,16.0,keys,1649775092,6,Green Confetti,Brain Interface,1032.88,16 keys,"1,032.88 ref",misc,Level 1-100 Cosmetic Augmentation,31049,2026-09-11T04:38:28+00:00,,16.0,16.0,16.0,cosmetic,64.555,backpack_tf_api,16.0,True,16.0,16.0,keys,api_original,tf2:unusual:31049:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2022-04-12T14:51:32+00:00,0.0,,57
7.0,7.0,keys,1787054896,6,Green Confetti,Brain-Warming Wear,451.885,7 keys,451.89 ref,misc,Level 1-100 Hat,30827,2026-09-11T04:38:28+00:00,,7.0,7.0,7.0,cosmetic,64.555,backpack_tf_api,6.999999999999999,True,7.0,7.0,keys,api_original,tf2:unusual:30827:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2026-08-18T12:08:16+00:00,0.0,,58
190.0,190.0,keys,1743239743,6,Green Confetti,Brainiac Hairpiece,12265.45,190 keys,"12,265.45 ref",misc,Level 1-100 Facial Hair,590,2026-09-11T04:38:28+00:00,,190.0,190.0,190.0,cosmetic,64.555,backpack_tf_api,190.0,True,190.0,190.0,keys,api_original,tf2:unusual:590:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2025-03-29T09:15:43+00:00,0.0,,59
11.0,11.0,keys,1540651041,6,Green Confetti,Brass Bucket,710.105,11 keys,710.11 ref,misc,Level 1-100 Helmet,30969,2026-09-11T04:38:28+00:00,,11.0,11.0,11.0,cosmetic,64.555,backpack_tf_api,11.0,True,11.0,11.0,keys,api_original,tf2:unusual:30969:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2018-10-27T14:37:21+00:00,0.0,,60
17.0,17.0,keys,1690579442,6,Green Confetti,Breach and Bomb,1097.435,17 keys,"1,097.44 ref",misc,Level 1-100 Hat,31113,2026-09-11T04:38:28+00:00,,17.0,17.0,17.0,cosmetic,64.555,backpack_tf_api,16.999999999999996,True,17.0,17.0,keys,api_original,tf2:unusual:31113:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2023-07-28T21:24:02+00:00,0.0,,61
125.0,125.0,keys,1665664950,6,Green Confetti,Bread Heads,8069.375,125 keys,"8,069.38 ref",misc,Level 1-100 Hat,31020,2026-09-11T04:38:28+00:00,,125.0,125.0,125.0,cosmetic,64.555,backpack_tf_api,124.99999999999999,True,125.0,125.0,keys,api_original,tf2:unusual:31020:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2022-10-13T12:42:30+00:00,-1.1102230246251565e-16,,62
24.0,24.0,keys,1715855273,6,Green Confetti,Brigade Helm,1549.32,24 keys,"1,549.32 ref",misc,Level 1-100 Helmet,105,2026-09-11T04:38:28+00:00,,24.0,24.0,24.0,cosmetic,64.555,backpack_tf_api,23.999999999999996,True,24.0,24.0,keys,api_original,tf2:unusual:105:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2024-05-16T10:27:53+00:00,-1.1102230246251565e-16,,63
14.0,14.0,keys,1714790281,6,Green Confetti,Brim of Fire,903.77,14 keys,903.77 ref,misc,Level 1-100 Hat,31185,2026-09-11T04:38:28+00:00,,14.0,14.0,14.0,cosmetic,64.555,backpack_tf_api,13.999999999999998,True,14.0,14.0,keys,api_original,tf2:unusual:31185:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2024-05-04T02:38:01+00:00,0.0,,64
18.0,19.0,keys,1498146813,6,Green Confetti,Brim-Full of Bullets,1161.99,18–19 keys,"1,161.99 ref",misc,Level 1-100 Hat,30173,2026-09-11T04:38:28+00:00,,18.0,19.0,18.5,cosmetic,64.555,backpack_tf_api,18.0,True,18.0,19.0,keys,api_original,tf2:unusual:30173:6:tradable:craftable,2026-09-11T04:38:28+00:00,2.0,priced,2017-06-22T15:53:33+00:00,0.0,,65
