effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,bp_price_all,exist,slot,summary,defindex,scrape_timestamp
6,Green Confetti,Barnstormer,1258.84,22–23 keys,"1,258.84 ref",0,misc,Level 1-100 Hat,988,2026-07-28T02:13:42
6,Green Confetti,Base Metal Billycock,572.2,10 keys,572.20 ref,0,misc,Level 1-100 Hat,30007,2026-07-28T02:13:42
6,Green Confetti,Baseball Bill's Sports Shine,2861.0,50 keys,"2,861.00 ref",0,misc,Level 1-100 Cosmetic Item,111,2026-07-28T02:13:42
6,Green Confetti,Bat Hat,743.86,13–14 keys,743.86 ref,0,misc,Level 1-100 Hat,31058,2026-07-28T02:13:42
6,Green Confetti,Batter's Helmet,1087.18,19 keys,"1,087.18 ref",0,misc,Level 1-100 Helmet,52,2026-07-28T02:13:42
6,Green Confetti,Battle Boonie,743.86,13 keys,743.86 ref,0,misc,Level 1-100 Hat,30907,2026-07-28T02:13:42
6,Green Confetti,Bazaar Bauble,400.54,7 keys,400.54 ref,0,misc,Level 1-100 Hat,31112,2026-07-28T02:13:42
6,Green Confetti,Beanie the All-Gnawing,801.08,14–15 keys,801.08 ref,0,misc,Level 1-100 Hat,31212,2026-07-28T02:13:42
6,Green Confetti,Bear Necessities,1659.38,29 keys,"1,659.38 ref",0,misc,Level 1-100 Spirit Animal,30122,2026-07-28T02:13:42
6,Green Confetti,Bedouin Bandana,17738.2,310 keys,"17,738.20 ref",0,misc,Level 1-100 Hood,30768,2026-07-28T02:13:42
6,Green Confetti,Belgian Detective,858.3,15 keys,858.30 ref,0,misc,Level 1-100 Hat,30128,2026-07-28T02:13:42
6,Green Confetti,Berlin Brain Bowl,801.08,14–15 keys,801.08 ref,0,misc,Level 1-100 Headgear,30755,2026-07-28T02:13:42
6,Green Confetti,Berliner's Bucket Helm,743.86,13 keys,743.86 ref,0,misc,Level 1-100 Helmet,303,2026-07-28T02:13:42
6,Green Confetti,Big Chief,858.3,15–17 keys,858.30 ref,0,misc,Level 1-100 Hat,309,2026-07-28T02:13:42
6,Green Confetti,Big Country,915.52,16–17 keys,915.52 ref,0,misc,Level 1-100 Hair,382,2026-07-28T02:13:42
6,Green Confetti,Big Elfin Deal,486.37,8.5–12 keys,486.37 ref,0,misc,Level 1-100 Hat,652,2026-07-28T02:13:42
6,Green Confetti,Birdcage,629.42,11 keys,629.42 ref,0,misc,Level 10 Hat,615,2026-07-28T02:13:42
6,Green Confetti,Black Watch,572.2,10 keys,572.20 ref,0,misc,Level 1-100 Hat,30105,2026-07-28T02:13:42
6,Green Confetti,Blast Defense,915.52,16–17 keys,915.52 ref,0,misc,Level 1-100 Headgear,30863,2026-07-28T02:13:42
6,Green Confetti,Blighted Beak,12874.5,225–255 keys,"12,874.50 ref",0,misc,Level 1-100 Mask,315,2026-07-28T02:13:42
6,Green Confetti,Bloke's Bucket Hat,686.64,12 keys,686.64 ref,0,misc,Level 1-100 Hat,181,2026-07-28T02:13:42
6,Green Confetti,Bolted Bicorne,543.59,9.5 keys,543.59 ref,0,misc,Level 1-100 Hat,30034,2026-07-28T02:13:42
6,Green Confetti,Bolted Birdcage,514.98,9 keys,514.98 ref,0,misc,Level 1-100 Hat,30057,2026-07-28T02:13:42
6,Green Confetti,Bombard Brigadier,457.76,8 keys,457.76 ref,0,misc,Level 1-100 Hat,31309,2026-07-28T02:13:42
6,Green Confetti,Bomber Knight,3433.2,60 keys,"3,433.20 ref",0,misc,Level 1-100 Helmet,30830,2026-07-28T02:13:42
6,Green Confetti,Bomber's Bucket Hat,801.08,14 keys,801.08 ref,0,misc,Level 1-100 Hat,30547,2026-07-28T02:13:42
6,Green Confetti,Bombing Run,400.54,7–9.5 keys,400.54 ref,0,misc,Level 1-100 Helmet,249,2026-07-28T02:13:42
6,Green Confetti,Bone Dome,572.2,10–14 keys,572.20 ref,0,misc,Level 1-100 Helmet,30162,2026-07-28T02:13:42
6,Green Confetti,Bonk Boy,9727.4,170 keys,"9,727.40 ref",0,misc,Level 1-100 Mask,451,2026-07-28T02:13:42
6,Green Confetti,Bonk Helm,972.74,17 keys,972.74 ref,0,misc,Level 1-100 Helmet,106,2026-07-28T02:13:42
6,Green Confetti,Bootleg Base Metal Billycock,629.42,11 keys,629.42 ref,0,misc,Level 1-100 Hat,30047,2026-07-28T02:13:42
6,Green Confetti,Bot Dogger,572.2,10–13 keys,572.20 ref,0,misc,Level 1-100 Hat,30018,2026-07-28T02:13:42
6,Green Confetti,Bottle Cap,629.42,11 keys,629.42 ref,0,misc,Level 1-100 Hat,31042,2026-07-28T02:13:42
6,Green Confetti,Boxcar Bomber,972.74,17 keys,972.74 ref,0,misc,Level 1-100 Hat,30546,2026-07-28T02:13:42
6,Green Confetti,Brain Bucket,743.86,13 keys,743.86 ref,0,misc,Level 1-100 Hat,434,2026-07-28T02:13:42
6,Green Confetti,Brain Interface,915.52,16 keys,915.52 ref,0,misc,Level 1-100 Cosmetic Augmentation,31049,2026-07-28T02:13:42
6,Green Confetti,Brain-Warming Wear,343.32,6–7.5 keys,343.32 ref,0,misc,Level 1-100 Hat,30827,2026-07-28T02:13:42
6,Green Confetti,Brainiac Hairpiece,10871.8,190 keys,"10,871.80 ref",0,misc,Level 1-100 Facial Hair,590,2026-07-28T02:13:42
6,Green Confetti,Brass Bucket,629.42,11 keys,629.42 ref,0,misc,Level 1-100 Helmet,30969,2026-07-28T02:13:42
6,Green Confetti,Breach and Bomb,972.74,17 keys,972.74 ref,0,misc,Level 1-100 Hat,31113,2026-07-28T02:13:42
6,Green Confetti,Bread Heads,7152.5,125 keys,"7,152.50 ref",0,misc,Level 1-100 Hat,31020,2026-07-28T02:13:42
6,Green Confetti,Brigade Helm,1373.28,24 keys,"1,373.28 ref",0,misc,Level 1-100 Helmet,105,2026-07-28T02:13:42
6,Green Confetti,Brim of Fire,801.08,14 keys,801.08 ref,0,misc,Level 1-100 Hat,31185,2026-07-28T02:13:42
6,Green Confetti,Brim-Full of Bullets,1029.96,18–19 keys,"1,029.96 ref",0,misc,Level 1-100 Hat,30173,2026-07-28T02:13:42
6,Green Confetti,Brimmed Bootlegger,572.2,10 keys,572.20 ref,0,misc,Level 1-100 Hat,31366,2026-07-28T02:13:42
6,Green Confetti,Broadband Bonnet,629.42,11 keys,629.42 ref,0,misc,Level 1-100 Hat,30029,2026-07-28T02:13:42
6,Green Confetti,Brotherhood of Arms,1659.38,29 keys,"1,659.38 ref",0,misc,Level 1-100 Hat,30066,2026-07-28T02:13:42
6,Green Confetti,Brothers in Blues,1430.5,25 keys,"1,430.50 ref",0,misc,Level 1-100 Hat,31356,2026-07-28T02:13:42
6,Green Confetti,Brown Bomber,1201.62,21 keys,"1,201.62 ref",0,misc,Level 1-100 Hat,671,2026-07-28T02:13:42
6,Green Confetti,Bubble Pipe,858.3,15 keys,858.30 ref,0,misc,Level 1-100 Helmet,597,2026-07-28T02:13:42
6,Green Confetti,Buccaneer's Bicorne,629.42,11 keys,629.42 ref,0,misc,Level 10 Hat,607,2026-07-28T02:13:42
6,Green Confetti,Buckaroo's Hat,629.42,11 keys,629.42 ref,0,misc,Level 1-100 Hat,322,2026-07-28T02:13:42
6,Green Confetti,Bulb Bonnet,543.59,9.5 keys,543.59 ref,0,misc,Level 1-100 Hat,31335,2026-07-28T02:13:42
6,Green Confetti,Bumble Beenie,1373.28,24 keys,"1,373.28 ref",0,misc,Level 1-100 Hat,31085,2026-07-28T02:13:42
6,Green Confetti,Burning Beanie,858.3,15 keys,858.30 ref,0,misc,Level 1-100 Hat,30936,2026-07-28T02:13:42
6,Green Confetti,Burning Question,1602.16,28 keys,"1,602.16 ref",0,misc,Level 1-100 Hat,30987,2026-07-28T02:13:42
6,Green Confetti,Cadaver's Cranium,400.54,7 keys,400.54 ref,0,misc,Level 31 Hat,290,2026-07-28T02:13:42
6,Green Confetti,California Cap,543.59,9.5–10 keys,543.59 ref,0,misc,Level 1-100 Hat,31117,2026-07-28T02:13:42
6,Green Confetti,Capo's Capper,858.3,15 keys,858.30 ref,0,misc,Level 1-100 Hat,427,2026-07-28T02:13:42
6,Green Confetti,Captain Cardbeard Cutthroat,51498.0,900 keys,"51,498.00 ref",0,misc,Level 1-100 Hat,30640,2026-07-28T02:13:42
6,Green Confetti,Caribbean Conqueror,915.52,16 keys,915.52 ref,0,misc,Level 1-100 Hat,30116,2026-07-28T02:13:42
6,Green Confetti,Caribou Companion,972.74,17 keys,972.74 ref,0,misc,Level 1-100 Hat,30974,2026-07-28T02:13:42
6,Green Confetti,Carouser's Capotain,514.98,9 keys,514.98 ref,0,misc,Level 1-100 Hat,259,2026-07-28T02:13:42
6,Green Confetti,Cat's Pajamas,10013.5,175 keys,"10,013.50 ref",0,misc,Level 1-100 Hood,30937,2026-07-28T02:13:42
6,Green Confetti,Charmer's Chapeau,1659.38,29 keys,"1,659.38 ref",0,misc,Level 1-100 Hat,397,2026-07-28T02:13:42
6,Green Confetti,Chieftain's Challenge,858.3,15–17 keys,858.30 ref,0,misc,Level 1-100 Hat,250,2026-07-28T02:13:42
6,Green Confetti,Chill Chullo,1144.4,20 keys,"1,144.40 ref",0,misc,Level 1-100 Hat,30748,2026-07-28T02:13:42
6,Green Confetti,Citizen Cane,743.86,13–14 keys,743.86 ref,0,misc,Level 1-100 Hat,31091,2026-07-28T02:13:42
6,Green Confetti,Class Crown,10871.8,190 keys,"10,871.80 ref",0,misc,Level 1-100 Hat,30808,2026-07-28T02:13:42
6,Green Confetti,Classy Capper,1201.62,21 keys,"1,201.62 ref",0,misc,Level 1-100 Hat,30893,2026-07-28T02:13:42
6,Green Confetti,Climbing Commander,686.64,12–13 keys,686.64 ref,0,misc,Level 1-100 Hood,31025,2026-07-28T02:13:42
6,Green Confetti,Close Quarters Cover,1773.82,31 keys,"1,773.82 ref",0,misc,Level 1-100 Hair,31378,2026-07-28T02:13:42
6,Green Confetti,Cloud Crasher,1201.62,21–26 keys,"1,201.62 ref",0,misc,Level 1-100 Helmet,30071,2026-07-28T02:13:42
6,Green Confetti,Clue Hairdo,972.74,17 keys,972.74 ref,0,misc,Level 1-100 Hair,31425,2026-07-28T02:13:42
6,Green Confetti,Co-Pilot,30326.6,530–625 keys,"30,326.60 ref",0,misc,Level 1-100 Hat,30576,2026-07-28T02:13:42
6,Green Confetti,Cold Killer,1144.4,20 keys,"1,144.40 ref",0,misc,Level 1-100 Hat,981,2026-07-28T02:13:42
6,Green Confetti,Coldfront Commander,1316.06,23–31 keys,"1,316.06 ref",0,misc,Level 1-100 Hat,30939,2026-07-28T02:13:42
6,Green Confetti,Coldsnap Cap,801.08,14–16 keys,801.08 ref,0,misc,Level 1-100 Hat,30542,2026-07-28T02:13:42
6,Green Confetti,Combustible Kabuto,972.74,17 keys,972.74 ref,0,misc,Level 1-100 Hat,30418,2026-07-28T02:13:42
6,Green Confetti,Commando Elite,514.98,9 keys,514.98 ref,0,misc,Level 1-100 Helmet,30912,2026-07-28T02:13:42
6,Green Confetti,Company Man,1831.04,32 keys,"1,831.04 ref",0,misc,Level 10 Hat,523,2026-07-28T02:13:42
6,Green Confetti,Condor Cap,972.74,17 keys,972.74 ref,0,misc,Level 1-100 Hat,30553,2026-07-28T02:13:42
6,Green Confetti,Conjurer's Cowl,801.08,14 keys,801.08 ref,0,misc,Level 1-100 Hood,465,2026-07-28T02:13:42
6,Green Confetti,Connoisseur's Cap,686.64,12 keys,686.64 ref,0,misc,Level 1-100 Hat,394,2026-07-28T02:13:42
6,Green Confetti,Conquistador,1144.4,20 keys,"1,144.40 ref",0,misc,Level 1-100 Helmet,721,2026-07-28T02:13:42
6,Green Confetti,Cool Capuchon,514.98,9 keys,514.98 ref,0,misc,Level 1-100 Hood,31029,2026-07-28T02:13:42
6,Green Confetti,Copper's Hard Top,371.93,6.5 keys,371.93 ref,0,misc,Level 1-100 Helmet,478,2026-07-28T02:13:42
6,Green Confetti,Cosa Nostra Cap,1716.6,30 keys,"1,716.60 ref",0,misc,Level 1-100 Hat,459,2026-07-28T02:13:42
6,Green Confetti,Cotton Head,1029.96,18 keys,"1,029.96 ref",0,misc,Level 1-100 Hat,30175,2026-07-28T02:13:42
6,Green Confetti,Counterfeit Billycock,629.42,11 keys,629.42 ref,0,misc,Level 10 Hat,602,2026-07-28T02:13:42
6,Green Confetti,Coupe D'isaster,572.2,10 keys,572.20 ref,0,misc,Level 1-100 Hair,330,2026-07-28T02:13:42
6,Green Confetti,Covert Covers,514.98,9–10 keys,514.98 ref,0,misc,Level 1-100 Hat,31428,2026-07-28T02:13:42
6,Green Confetti,Cozy Catchers,686.64,12 keys,686.64 ref,0,misc,Level 1-100 Hat,31250,2026-07-28T02:13:42
6,Green Confetti,Crabe de Chapeau,543.59,9.5 keys,543.59 ref,0,misc,Level 1-100 Hat,31109,2026-07-28T02:13:42
6,Green Confetti,Crack Pot,486.37,8.5 keys,486.37 ref,0,misc,Level 1-100 Flower Pot,31024,2026-07-28T02:13:42
6,Green Confetti,Crimbo Cap,371.93,6.5 keys,371.93 ref,0,misc,Level 1-100 Hat,31505,2026-07-28T02:13:42
6,Green Confetti,Crit Cloak,1201.62,21 keys,"1,201.62 ref",0,misc,Level 1-100 Hood,30899,2026-07-28T02:13:42
6,Green Confetti,Crocleather Slouch,629.42,11–13 keys,629.42 ref,0,misc,Level 1-100 Hat,344,2026-07-28T02:13:42
6,Green Confetti,Crone's Dome,2002.7,35–38 keys,"2,002.70 ref",0,misc,Level 1-100 Hat,920,2026-07-28T02:13:42
6,Green Confetti,Crown of the Old Kingdom,1144.4,20–22 keys,"1,144.40 ref",0,misc,Level 1-100 Hat,30567,2026-07-28T02:13:42
6,Green Confetti,Dancing Doe,801.08,14 keys,801.08 ref,0,misc,Level 1-100 Bandana,31045,2026-07-28T02:13:42
6,Green Confetti,Danger,1659.38,29 keys,"1,659.38 ref",0,misc,Level 1-100 Apparel,30420,2026-07-28T02:13:42
6,Green Confetti,Dapper Noel,743.86,13–16 keys,743.86 ref,0,misc,Level 1-100 Hat,31494,2026-07-28T02:13:42
6,Green Confetti,Dark Falkirk Helm,743.86,13 keys,743.86 ref,0,misc,Level 1-100 Helmet,30357,2026-07-28T02:13:42
6,Green Confetti,Das Hazmattenhatten,6008.1,105–160 keys,"6,008.10 ref",0,misc,Level 1-100 Safety Apparatus,30095,2026-07-28T02:13:42
6,Green Confetti,Das Maddendoktor,1201.62,21–25 keys,"1,201.62 ref",0,misc,Level 1-100 Hair,30121,2026-07-28T02:13:42
6,Green Confetti,Das Naggenvatcher,801.08,14–18 keys,801.08 ref,0,misc,Level 1-100 Hat,30109,2026-07-28T02:13:42
6,Green Confetti,Das Übersternmann,1029.96,18 keys,"1,029.96 ref",0,misc,Level 1-100 Hat,30097,2026-07-28T02:13:42
6,Green Confetti,Data Mining Light,629.42,11 keys,629.42 ref,0,misc,Level 1-100 Helmet,30051,2026-07-28T02:13:42
6,Green Confetti,Dayjogger,915.52,16 keys,915.52 ref,0,misc,Level 1-100 Hat,30779,2026-07-28T02:13:42
6,Green Confetti,Dead Cone,486.37,8.5 keys,486.37 ref,0,misc,Level 1-100 Hat,435,2026-07-28T02:13:42
6,Green Confetti,Deep Cover Operator,743.86,13–16 keys,743.86 ref,0,misc,Level 1-100 Hat,30375,2026-07-28T02:13:42
6,Green Confetti,Defiant Spartan,629.42,11–13 keys,629.42 ref,0,misc,Level 1-100 Helmet,340,2026-07-28T02:13:42
6,Green Confetti,Dell Dynamic,572.2,10 keys,572.20 ref,0,misc,Level 1-100 Helmet,31394,2026-07-28T02:13:42
6,Green Confetti,Demoman's Fro,1716.6,30 keys,"1,716.60 ref",0,misc,Level 1-100 Hair,47,2026-07-28T02:13:42
6,Green Confetti,Desert Marauder,572.2,10–11 keys,572.20 ref,0,misc,Level 1-100 Hat,400,2026-07-28T02:13:42
6,Green Confetti,Doctor's Sack,572.2,10 keys,572.20 ref,0,misc,Level 1-100 Hat,398,2026-07-28T02:13:42
6,Green Confetti,Dr's Dapper Topper,1316.06,23–25 keys,"1,316.06 ref",0,misc,Level 1-100 Hat,252,2026-07-28T02:13:42
6,Green Confetti,Dragonborn Helmet,743.86,13 keys,743.86 ref,0,misc,Level 10 Helmet,517,2026-07-28T02:13:42
6,Green Confetti,Dread Hiding Hood,972.74,17 keys,972.74 ref,0,misc,Level 1-100 Hood,1095,2026-07-28T02:13:42
6,Green Confetti,Dread Knot,457.76,8 keys,457.76 ref,0,misc,Level 1-100 Hair,358,2026-07-28T02:13:42
6,Green Confetti,Duck Billed Hatypus,8583.0,150 keys,"8,583.00 ref",0,misc,Level 1-100 Hat,30700,2026-07-28T02:13:42
6,Green Confetti,Détective Noir,686.64,12–13 keys,686.64 ref,0,misc,Level 1-100 Hat,319,2026-07-28T02:13:42
6,Green Confetti,El Fiestibrero,972.74,17–18 keys,972.74 ref,0,misc,Level 1-100 Hat,31241,2026-07-28T02:13:42
6,Green Confetti,El Jefe,972.74,17 keys,972.74 ref,0,misc,Level 10 Hat,539,2026-07-28T02:13:42
6,Green Confetti,El Mostacho,572.2,10–11 keys,572.20 ref,0,misc,Level 1-100 Hat,31074,2026-07-28T02:13:42
6,Green Confetti,El Zapateador,915.52,16 keys,915.52 ref,0,misc,Level 1-100 Hat,31069,2026-07-28T02:13:42
6,Green Confetti,Electric Escorter,343.32,6–7 keys,343.32 ref,0,misc,Level 1-100 Hat,30025,2026-07-28T02:13:42
6,Green Confetti,Elf Care Provider,486.37,8.5–9 keys,486.37 ref,0,misc,Level 1-100 Hat,31176,2026-07-28T02:13:42
6,Green Confetti,Elf Esteem,457.76,8 keys,457.76 ref,0,misc,Level 1-100 Hat,30836,2026-07-28T02:13:42
6,Green Confetti,Employee of the Mmmph,572.2,10 keys,572.20 ref,0,misc,Level 1-100 Hat,30416,2026-07-28T02:13:42
6,Green Confetti,Engineer's Cap,514.98,9–11 keys,514.98 ref,0,misc,Level 1-100 Hat,95,2026-07-28T02:13:42
6,Green Confetti,Executioner,915.52,16 keys,915.52 ref,0,misc,Level 1-100 Hat,921,2026-07-28T02:13:42
6,Green Confetti,Exquisite Rack,22888.0,400 keys,"22,888.00 ref",0,misc,Level 1-100 Cosmetic Item,339,2026-07-28T02:13:42
6,Green Confetti,FR-0,686.64,12 keys,686.64 ref,0,misc,Level 1-100 Hat,30016,2026-07-28T02:13:42
6,Green Confetti,Familiar Fez,972.74,17 keys,972.74 ref,0,misc,Level 1-100 Hat,223,2026-07-28T02:13:42
6,Green Confetti,Fancy Fedora,1430.5,25 keys,"1,430.50 ref",0,misc,Level 1-100 Hat,55,2026-07-28T02:13:42
6,Green Confetti,Fat Man's Field Cap,343.32,6 keys,343.32 ref,0,misc,Level 1-100 Hat,30911,2026-07-28T02:13:42
6,Green Confetti,Feathered Fiend,801.08,14 keys,801.08 ref,0,misc,Level 1-100 Headgear,30903,2026-07-28T02:13:42
6,Green Confetti,Feathered Foe,543.59,9.5 keys,543.59 ref,0,misc,Level 1-100 Hat,31559,2026-07-28T02:13:42
6,Green Confetti,Fed-Fightin' Fedora,915.52,16 keys,915.52 ref,0,misc,Level 1-100 Hat,780,2026-07-28T02:13:42
6,Green Confetti,Federal Casemaker,1430.5,25–28 keys,"1,430.50 ref",0,misc,Level 1-100 Hat,30119,2026-07-28T02:13:42
6,Green Confetti,Field Practice,972.74,17 keys,972.74 ref,0,misc,Level 1-100 Headgear,30862,2026-07-28T02:13:42
6,Green Confetti,Fire Fighter,801.08,14 keys,801.08 ref,0,misc,Level 1-100 Hair,31108,2026-07-28T02:13:42
6,Green Confetti,Firearm Protector,543.59,9.5 keys,543.59 ref,0,misc,Level 1-100 Hat,31310,2026-07-28T02:13:42
6,Green Confetti,Firestalker,514.98,9 keys,514.98 ref,0,misc,Level 1-100 Hat,31359,2026-07-28T02:13:42
6,Green Confetti,Flamboyant Flamenco,1945.48,34 keys,"1,945.48 ref",0,misc,Level 10 Hat,627,2026-07-28T02:13:42
6,Green Confetti,Flash of Inspiration,6294.2,110 keys,"6,294.20 ref",0,misc,Level 1-100 Hair,30871,2026-07-28T02:13:42
6,Green Confetti,Fleet Commander,1144.4,20–21 keys,"1,144.40 ref",0,misc,Level 1-100 Hat,31469,2026-07-28T02:13:42
6,Green Confetti,Flipped Trilby,457.76,8–8.5 keys,457.76 ref,0,misc,Level 1-100 Hat,324,2026-07-28T02:13:42
6,Green Confetti,Football Helmet,858.3,15 keys,858.30 ref,0,misc,Level 1-100 Helmet,49,2026-07-28T02:13:42
6,Green Confetti,Fortunate Son,1716.6,30 keys,"1,716.60 ref",0,misc,Level 1-100 Helmet,30636,2026-07-28T02:13:42
6,Green Confetti,Frag Proof Fragger,1373.28,24 keys,"1,373.28 ref",0,misc,Level 1-100 Helmet,30979,2026-07-28T02:13:42
6,Green Confetti,Frenchman's Beret,743.86,13 keys,743.86 ref,0,misc,Level 1-100 Hat,180,2026-07-28T02:13:42
6,Green Confetti,Frickin' Sweet Ninja Hood,2460.46,43 keys,"2,460.46 ref",0,misc,Level 1-100 Hood,30394,2026-07-28T02:13:42
6,Green Confetti,Frigid Fashion,743.86,13 keys,743.86 ref,0,misc,Level 1-100 Hat,31421,2026-07-28T02:13:42
6,Green Confetti,Front Runner,915.52,16 keys,915.52 ref,0,misc,Level 1-100 Hat,760,2026-07-28T02:13:42
6,Green Confetti,Frontier Djustice,858.3,15–16 keys,858.30 ref,0,misc,Level 1-100 Hat,30421,2026-07-28T02:13:42
6,Green Confetti,Fruit Shoot,514.98,9–10 keys,514.98 ref,0,misc,Level 1-100 Hat,759,2026-07-28T02:13:42
6,Green Confetti,Full Metal Drill Hat,858.3,15 keys,858.30 ref,0,misc,Level 1-100 Hat,30026,2026-07-28T02:13:42
6,Green Confetti,Fur-Lined Fighter,743.86,13 keys,743.86 ref,0,misc,Level 1-100 Hat,30545,2026-07-28T02:13:42
6,Green Confetti,Furious Fukaamigasa,686.64,12–13 keys,686.64 ref,0,misc,Level 1-100 Hat,395,2026-07-28T02:13:42
6,Green Confetti,Galvanized Gibus,1144.4,20–22 keys,"1,144.40 ref",0,misc,Level 1-100 Hat,30003,2026-07-28T02:13:42
6,Green Confetti,Gauzed Gaze,4234.28,74 keys,"4,234.28 ref",0,misc,Level 1-100 Hat,30786,2026-07-28T02:13:42
6,Green Confetti,Geisha Boy,686.64,12 keys,686.64 ref,0,misc,Level 1-100 Hair,363,2026-07-28T02:13:42
6,Green Confetti,Gentleman's Gatsby,686.64,12 keys,686.64 ref,0,misc,Level 1-100 Hat,184,2026-07-28T02:13:42
6,Green Confetti,Gentleman's Ushanka,743.86,13 keys,743.86 ref,0,misc,Level 1-100 Hat,778,2026-07-28T02:13:42
6,Green Confetti,German Gonzila,572.2,10 keys,572.20 ref,0,misc,Level 1-100 Hat,323,2026-07-28T02:13:42
6,Green Confetti,Giftcrafter,686.64,12 keys,686.64 ref,0,misc,Level 1-100 Hat,31246,2026-07-28T02:13:42
6,Green Confetti,Gilded Guard,1144.4,20–22 keys,"1,144.40 ref",0,misc,Level 1-100 Helmet,1093,2026-07-28T02:13:42
6,Green Confetti,Glengarry Bonnet,629.42,11–14 keys,629.42 ref,0,misc,Level 1-100 Hat,100,2026-07-28T02:13:42
6,Green Confetti,Globetrotter,801.08,14–15 keys,801.08 ref,0,misc,Level 1-100 Snow Globe,31090,2026-07-28T02:13:42
6,Green Confetti,Greased Lightning,1602.16,28–31 keys,"1,602.16 ref",0,misc,Level 1-100 Hair,30078,2026-07-28T02:13:42
6,Green Confetti,Grenadier's Softcap,1087.18,19 keys,"1,087.18 ref",0,misc,Level 1-100 Hat,227,2026-07-28T02:13:42
6,Green Confetti,Gridiron Guardian,572.2,10–13 keys,572.20 ref,0,misc,Level 1-100 Helmet,30013,2026-07-28T02:13:42
6,Green Confetti,Grimm Hatte,858.3,15 keys,858.30 ref,0,misc,Level 1-100 Hat,383,2026-07-28T02:13:42
6,Green Confetti,Ground Control,801.08,14–21 keys,801.08 ref,0,misc,Level 1-100 Hat,30338,2026-07-28T02:13:42
6,Green Confetti,Gym Rat,514.98,9–11 keys,514.98 ref,0,misc,Level 10 Hair,613,2026-07-28T02:13:42
6,Green Confetti,Halogen Head Lamp,457.76,8–10 keys,457.76 ref,0,misc,Level 1-100 Hat,30041,2026-07-28T02:13:42
6,Green Confetti,Handyman's Handle,629.42,11 keys,629.42 ref,0,misc,Level 1-100 Hat,253,2026-07-28T02:13:42
6,Green Confetti,Hard Counter,400.54,7 keys,400.54 ref,0,misc,Level 1-100 Hat,254,2026-07-28T02:13:42
6,Green Confetti,Hat of Cards,1144.4,20 keys,"1,144.40 ref",0,misc,Level 1-100 Hat,825,2026-07-28T02:13:42
6,Green Confetti,Hat with No Name,1144.4,20 keys,"1,144.40 ref",0,misc,Level 10 Hat,631,2026-07-28T02:13:42
