effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,bp_price_all,exist,slot,summary,defindex,scrape_timestamp
74,Spellbound,Das Übersternmann,283239,4950 keys,"283,239.00 ref, $8638.79",1,misc,Level 1-100 Hat,30097,2026-07-21T22:54:09
74,Spellbound,Prehistoric Pullover,247476.5,4325 keys,"247,476.50 ref, $7548.03",1,misc,Level 1-100 Hood,30704,2026-07-21T22:54:09
74,Spellbound,Chill Chullo,244329.4,4270 keys,"244,329.40 ref, $7452.05",0,misc,Level 1-100 Hat,30748,2026-07-21T22:54:09
74,Spellbound,Outta Sight,237463,4150 keys,"237,463.00 ref, $7242.62",1,misc,Level 1-100 Hat,30628,2026-07-21T22:54:09
74,Spellbound,Burning Bandana,226019,3950 keys,"226,019.00 ref, $6893.58",2,misc,Level 1-100 Bandana,30091,2026-07-21T22:54:09
74,Spellbound,Familiar Fez,220297,3850 keys,"220,297.00 ref, $6719.06",1,misc,Level 1-100 Hat,223,2026-07-21T22:54:09
74,Spellbound,Backwards Ballcap,210283.5,3675 keys,"210,283.50 ref, $6413.65",5,misc,Level 10 Hat,617,2026-07-21T22:54:09
74,Spellbound,Tough Stuff Muffs,204561.5,3100–4050 keys,"204,561.50 ref, $6239.13",4,misc,Level 1-100 Hat,984,2026-07-21T22:54:09
74,Spellbound,Killer Exclusive,188826,3300 keys,"188,826.00 ref, $5759.19",1,misc,Level 10 Hat,538,2026-07-21T22:54:09
74,Spellbound,Cosa Nostra Cap,183104,3200 keys,"183,104.00 ref, $5584.67",1,misc,Level 1-100 Hat,459,2026-07-21T22:54:09
74,Spellbound,Honcho's Headgear,180243,3150 keys,"180,243.00 ref, $5497.41",2,misc,Level 1-100 Hat,391,2026-07-21T22:54:09
74,Spellbound,Shooter's Sola Topi,143050,2500 keys,"143,050.00 ref, $4363.02",2,misc,Level 1-100 Helmet,158,2026-07-21T22:54:09
74,Spellbound,Your Worst Nightmare,128745,1800–2700 keys,"128,745.00 ref, $3926.72",2,misc,Level 10 Hair,600,2026-07-21T22:54:09
74,Spellbound,Head Warmer,125884,2200 keys,"125,884.00 ref, $3839.46",2,misc,Level 1-100 Hat,644,2026-07-21T22:54:09
74,Spellbound,Glengarry Bonnet,123023,2150 keys,"123,023.00 ref, $3752.20",2,misc,Level 1-100 Hat,100,2026-07-21T22:54:09
74,Spellbound,Hustler's Hallmark,117301,2050 keys,"117,301.00 ref, $3577.68",1,misc,Level 1-100 Hat,146,2026-07-21T22:54:09
74,Spellbound,A Rather Festive Tree,114440,2000 keys,"114,440.00 ref, $3490.42",2,misc,Level 1-100 Hat,341,2026-07-21T22:54:09
74,Spellbound,Galvanized Gibus,114440,2000 keys,"114,440.00 ref, $3490.42",3,misc,Level 1-100 Hat,30003,2026-07-21T22:54:09
74,Spellbound,Horrific Headsplitter,114440,2000 keys,"114,440.00 ref, $3490.42",3,misc,Level 31 Hat,291,2026-07-21T22:54:09
74,Spellbound,Sergeant's Drill Hat,114440,1800–2200 keys,"114,440.00 ref, $3490.42",4,misc,Level 1-100 Hat,183,2026-07-21T22:54:09
74,Spellbound,Swagman's Swatter,114440,2000 keys,"114,440.00 ref, $3490.42",2,misc,Level 10 Hat,626,2026-07-21T22:54:09
74,Spellbound,Greased Lightning,108718,1900 keys,"108,718.00 ref, $3315.90",2,misc,Level 1-100 Hair,30078,2026-07-21T22:54:09
74,Spellbound,Milkman,108718,1900 keys,"108,718.00 ref, $3315.90",2,misc,Level 1-100 Hat,219,2026-07-21T22:54:09
74,Spellbound,Towering Pillar of Hats,108718,1900 keys,"108,718.00 ref, $3315.90",3,misc,Level 1-100 Hat,135,2026-07-21T22:54:09
74,Spellbound,Wet Works,108718,1900 keys,"108,718.00 ref, $3315.90",2,misc,Level 1-100 Hat,30135,2026-07-21T22:54:09
74,Spellbound,Reggaelator,102996,1800 keys,"102,996.00 ref, $3141.38",1,misc,Level 1-100 Hat,390,2026-07-21T22:54:09
74,Spellbound,Nuke,100135,1750 keys,"100,135.00 ref, $3054.12",0,misc,Level 1-100 Hair,30885,2026-07-21T22:54:09
74,Spellbound,Platinum Pickelhaube,100135,1750 keys,"100,135.00 ref, $3054.12",2,misc,Level 1-100 Helmet,30042,2026-07-21T22:54:09
74,Spellbound,Détective Noir,98704.5,1725 keys,"98,704.50 ref, $3010.49",2,misc,Level 1-100 Hat,319,2026-07-21T22:54:09
74,Spellbound,Stout Shako,95843.5,1400–1950 keys,"95,843.50 ref, $2923.23",2,misc,Level 1-100 Hat,251,2026-07-21T22:54:09
74,Spellbound,Front Runner,94413,1650 keys,"94,413.00 ref, $2879.60",2,misc,Level 1-100 Hat,760,2026-07-21T22:54:09
74,Spellbound,Full Metal Drill Hat,94413,1650 keys,"94,413.00 ref, $2879.60",3,misc,Level 1-100 Hat,30026,2026-07-21T22:54:09
74,Spellbound,Shellmet,94413,1650 keys,"94,413.00 ref, $2879.60",0,misc,Level 1-100 Helmet,30897,2026-07-21T22:54:09
74,Spellbound,Modest Metal Pile of Scrap,88691,1300–1800 keys,"88,691.00 ref, $2705.08",1,misc,Level 1-100 Hat,30001,2026-07-21T22:54:09
74,Spellbound,Das Naggenvatcher,86974.4,1520 keys,"86,974.40 ref, $2652.72",2,misc,Level 1-100 Hat,30109,2026-07-21T22:54:09
74,Spellbound,Baron von Havenaplane,85830,1500 keys,"85,830.00 ref, $2617.82",3,misc,Level 1-100 Hat,30136,2026-07-21T22:54:09
74,Spellbound,Doctor's Sack,85830,1500 keys,"85,830.00 ref, $2617.82",2,misc,Level 1-100 Hat,398,2026-07-21T22:54:09
74,Spellbound,Modest Pile of Hat,85830,1500 keys,"85,830.00 ref, $2617.82",1,misc,Level 1-100 Hat,139,2026-07-21T22:54:09
74,Spellbound,Triboniophorus Tyrannus,85830,1500 keys,"85,830.00 ref, $2617.82",1,misc,Level 1-100 Mascot,151,2026-07-21T22:54:09
74,Spellbound,Cotton Head,82969,1450 keys,"82,969.00 ref, $2530.55",2,misc,Level 1-100 Hat,30175,2026-07-21T22:54:09
74,Spellbound,Prince Tavish's Crown,80108,1400 keys,"80,108.00 ref, $2443.29",2,misc,Level 1-100 Hat,342,2026-07-21T22:54:09
74,Spellbound,Brown Bomber,77247,1300–1400 keys,"77,247.00 ref, $2356.03",1,misc,Level 1-100 Hat,671,2026-07-21T22:54:09
74,Spellbound,Harmburg,77247,1350 keys,"77,247.00 ref, $2356.03",3,misc,Level 1-100 Hat,30123,2026-07-21T22:54:09
74,Spellbound,Whoopee Cap,77247,1350 keys,"77,247.00 ref, $2356.03",2,misc,Level 1-100 Hat,174,2026-07-21T22:54:09
74,Spellbound,Ol' Geezer,74386,1300 keys,"74,386.00 ref, $2268.77",2,misc,Level 1-100 Hat,399,2026-07-21T22:54:09
74,Spellbound,Strontium Stove Pipe,74386,1300 keys,"74,386.00 ref, $2268.77",2,misc,Level 1-100 Hat,30037,2026-07-21T22:54:09
74,Spellbound,Ye Oiled Baker Boy,74386,1300 keys,"74,386.00 ref, $2268.77",3,misc,Level 1-100 Hat,30019,2026-07-21T22:54:09
74,Spellbound,Das Maddendoktor,71525,1250 keys,"71,525.00 ref, $2181.51",2,misc,Level 1-100 Hair,30121,2026-07-21T22:54:09
74,Spellbound,Tartan Spartan,70952.8,1240 keys,"70,952.80 ref, $2164.06",2,misc,Level 1-100 Helmet,30106,2026-07-21T22:54:09
74,Spellbound,Data Mining Light,68664,1200 keys,"68,664.00 ref, $2094.25",1,misc,Level 1-100 Helmet,30051,2026-07-21T22:54:09
74,Spellbound,FR-0,68664,1200 keys,"68,664.00 ref, $2094.25",1,misc,Level 1-100 Hat,30016,2026-07-21T22:54:09
74,Spellbound,Jumper's Jeepcap,68664,1200 keys,"68,664.00 ref, $2094.25",1,misc,Level 1-100 Hat,417,2026-07-21T22:54:09
74,Spellbound,Madame Dixie,68664,1200 keys,"68,664.00 ref, $2094.25",2,misc,Level 1-100 Hat,321,2026-07-21T22:54:09
74,Spellbound,Barnstormer,65803,1150 keys,"65,803.00 ref, $2006.99",2,misc,Level 1-100 Hat,988,2026-07-21T22:54:09
74,Spellbound,Dragonborn Helmet,62942,1100 keys,"62,942.00 ref, $1919.73",3,misc,Level 10 Helmet,517,2026-07-21T22:54:09
74,Spellbound,L'homme Burglerre,62942,1100 keys,"62,942.00 ref, $1919.73",3,misc,Level 1-100 Hat,30182,2026-07-21T22:54:09
74,Spellbound,Prancer's Pride,62942,1100 keys,"62,942.00 ref, $1919.73",2,misc,Level 1-100 Hat,318,2026-07-21T22:54:09
74,Spellbound,Respectless Rubber Glove,62942,1100 keys,"62,942.00 ref, $1919.73",4,misc,Level 1-100 Hat,102,2026-07-21T22:54:09
74,Spellbound,Tartan Tyrolean,62942,1100 keys,"62,942.00 ref, $1919.73",1,misc,Level 1-100 Hat,30334,2026-07-21T22:54:09
74,Spellbound,Cold Killer,58364.4,1020 keys,"58,364.40 ref, $1780.11",4,misc,Level 1-100 Hat,981,2026-07-21T22:54:09
74,Spellbound,Law,57849.42,1011 keys,"57,849.42 ref, $1764.41",2,misc,Level 1-100 Hat,30362,2026-07-21T22:54:09
74,Spellbound,Blast Defense,57220,1000 keys,"57,220.00 ref, $1745.21",0,misc,Level 1-100 Headgear,30863,2026-07-21T22:54:09
74,Spellbound,Bone Dome,57220,1000 keys,"57,220.00 ref, $1745.21",4,misc,Level 1-100 Helmet,30162,2026-07-21T22:54:09
74,Spellbound,Hermes,57220,1000 keys,"57,220.00 ref, $1745.21",2,misc,Level 10 Hat,633,2026-07-21T22:54:09
74,Spellbound,Scotch Bonnet,57220,1000 keys,"57,220.00 ref, $1745.21",1,misc,Level 1-100 Headgear,306,2026-07-21T22:54:09
74,Spellbound,Gentleman's Gatsby,54359,950 keys,"54,359.00 ref, $1657.95",1,misc,Level 1-100 Hat,184,2026-07-21T22:54:09
74,Spellbound,Tavish DeGroot Experience,53786.8,940 keys,"53,786.80 ref, $1640.50",5,misc,Level 10 Hat,604,2026-07-21T22:54:09
74,Spellbound,Executioner,53214.6,860–1000 keys,"53,214.60 ref, $1623.05",2,misc,Level 1-100 Hat,921,2026-07-21T22:54:09
74,Spellbound,Letch's LED,52642.4,920 keys,"52,642.40 ref, $1605.59",4,misc,Level 1-100 Hat,30002,2026-07-21T22:54:09
74,Spellbound,Blighted Beak,51498,900 keys,"51,498.00 ref, $1570.69",1,misc,Level 1-100 Mask,315,2026-07-21T22:54:09
74,Spellbound,Halogen Head Lamp,51498,900 keys,"51,498.00 ref, $1570.69",1,misc,Level 1-100 Hat,30041,2026-07-21T22:54:09
74,Spellbound,Belgian Detective,48637,850 keys,"48,637.00 ref, $1483.43",1,misc,Level 1-100 Hat,30128,2026-07-21T22:54:09
74,Spellbound,Bonk Leadwear,48637,850 keys,"48,637.00 ref, $1483.43",2,misc,Level 1-100 Helmet,30030,2026-07-21T22:54:09
74,Spellbound,L'Inspecteur,48637,850 keys,"48,637.00 ref, $1483.43",1,misc,Level 10 Hat,622,2026-07-21T22:54:09
74,Spellbound,Tippler's Tricorne,48637,850 keys,"48,637.00 ref, $1483.43",3,misc,Level 1-100 Hat,179,2026-07-21T22:54:09
74,Spellbound,Medic's Mountain Cap,47492.6,830 keys,"47,492.60 ref, $1448.52",1,misc,Level 1-100 Hat,381,2026-07-21T22:54:09
74,Spellbound,Katyusha,46920.4,820 keys,"46,920.40 ref, $1431.07",2,misc,Level 1-100 Hat,30094,2026-07-21T22:54:09
74,Spellbound,One-Man Army,46348.2,810 keys,"46,348.20 ref, $1413.62",2,misc,Level 10 Hair,601,2026-07-21T22:54:09
74,Spellbound,Birdcage,45776,800 keys,"45,776.00 ref, $1396.17",2,misc,Level 10 Hat,615,2026-07-21T22:54:09
74,Spellbound,Hard Counter,45776,800 keys,"45,776.00 ref, $1396.17",2,misc,Level 1-100 Hat,254,2026-07-21T22:54:09
74,Spellbound,Pampered Pyro,45776,800 keys,"45,776.00 ref, $1396.17",3,misc,Level 1-100 Towel,30139,2026-07-21T22:54:09
74,Spellbound,Stately Steel Toe,45203.8,790 keys,"45,203.80 ref, $1378.72",1,misc,Level 1-100 Hat,481,2026-07-21T22:54:09
74,Spellbound,Hound Dog,43658.86,763 keys,"43,658.86 ref, $1331.60",3,misc,Level 1-100 Hair,145,2026-07-21T22:54:09
74,Spellbound,Conquistador,43487.2,760 keys,"43,487.20 ref, $1326.36",4,misc,Level 1-100 Helmet,721,2026-07-21T22:54:09
74,Spellbound,Hottie's Hoodie,43487.2,760 keys,"43,487.20 ref, $1326.36",2,misc,Level 1-100 Hood,377,2026-07-21T22:54:09
74,Spellbound,Gridiron Guardian,42915,750 keys,"42,915.00 ref, $1308.91",2,misc,Level 1-100 Helmet,30013,2026-07-21T22:54:09
74,Spellbound,Nanobalaclava,42628.9,640–850 keys,"42,628.90 ref, $1300.18",4,misc,Level 10 Hat,521,2026-07-21T22:54:09
74,Spellbound,Fruit Shoot,40054,700 keys,"40,054.00 ref, $1221.65",1,misc,Level 1-100 Hat,759,2026-07-21T22:54:09
74,Spellbound,Wraith Wrap,39767.9,695 keys,"39,767.90 ref, $1212.92",1,misc,Level 1-100 Apparel,937,2026-07-21T22:54:09
74,Spellbound,Pirate Bandana,38623.5,675 keys,"38,623.50 ref, $1178.02",2,misc,Level 1-100 Hat,30180,2026-07-21T22:54:09
74,Spellbound,Magnificent Mongolian,37765.2,660 keys,"37,765.20 ref, $1151.84",3,misc,Level 1-100 Hat,313,2026-07-21T22:54:09
74,Spellbound,Slick Cut,37193,650 keys,"37,193.00 ref, $1134.39",4,misc,Level 1-100 Hair,30187,2026-07-21T22:54:09
74,Spellbound,Copper's Hard Top,37135.78,649 keys,"37,135.78 ref, $1132.64",1,misc,Level 1-100 Helmet,478,2026-07-21T22:54:09
74,Spellbound,Carouser's Capotain,34332,600 keys,"34,332.00 ref, $1047.13",2,misc,Level 1-100 Hat,259,2026-07-21T22:54:09
74,Spellbound,Dr's Dapper Topper,34332,600 keys,"34,332.00 ref, $1047.13",1,misc,Level 1-100 Hat,252,2026-07-21T22:54:09
74,Spellbound,Flamboyant Flamenco,34332,600 keys,"34,332.00 ref, $1047.13",2,misc,Level 10 Hat,627,2026-07-21T22:54:09
74,Spellbound,Shooter's Tin Topi,34045.9,595 keys,"34,045.90 ref, $1038.40",3,misc,Level 1-100 Hat,30005,2026-07-21T22:54:09
74,Spellbound,Furious Fukaamigasa,31471,550 keys,"31,471.00 ref, $959.87",2,misc,Level 1-100 Hat,395,2026-07-21T22:54:09
74,Spellbound,Janissary Ketche,31471,550 keys,"31,471.00 ref, $959.87",1,misc,Level 1-100 Hat,437,2026-07-21T22:54:09
74,Spellbound,Anger,31184.9,545 keys,"31,184.90 ref, $951.14",0,misc,Level 10 Hood,518,2026-07-21T22:54:09
74,Spellbound,Hot Dogger,30898.8,540 keys,"30,898.80 ref, $942.41",2,misc,Level 10 Hat,614,2026-07-21T22:54:09
74,Spellbound,Pugilist's Protector,30612.7,535 keys,"30,612.70 ref, $933.69",1,misc,Level 1-100 Headgear,246,2026-07-21T22:54:09
74,Spellbound,Das Gutenkutteharen,28610,500 keys,"28,610.00 ref, $872.61",1,misc,Level 1-100 Hair,30127,2026-07-21T22:54:09
74,Spellbound,Feathered Fiend,28610,500 keys,"28,610.00 ref, $872.61",1,misc,Level 1-100 Headgear,30903,2026-07-21T22:54:09
74,Spellbound,Brim-Full of Bullets,27465.6,480 keys,"27,465.60 ref, $837.70",3,misc,Level 1-100 Hat,30173,2026-07-21T22:54:09
74,Spellbound,Bot Dogger,26321.2,460 keys,"26,321.20 ref, $802.80",3,misc,Level 1-100 Hat,30018,2026-07-21T22:54:09
74,Spellbound,Bombing Run,25176.8,440 keys,"25,176.80 ref, $767.89",3,misc,Level 1-100 Helmet,249,2026-07-21T22:54:09
74,Spellbound,Electric Escorter,24604.6,430 keys,"24,604.60 ref, $750.44",3,misc,Level 1-100 Hat,30025,2026-07-21T22:54:09
74,Spellbound,Kiss King,24604.6,430 keys,"24,604.60 ref, $750.44",1,misc,Level 1-100 Hat,30313,2026-07-21T22:54:09
74,Spellbound,Bunsen Brave,22888,400 keys,"22,888.00 ref, $698.08",2,misc,Level 1-100 Hat,30054,2026-07-21T22:54:09
74,Spellbound,Master's Yellow Belt,22888,400 keys,"22,888.00 ref, $698.08",3,misc,Level 1-100 Hat,110,2026-07-21T22:54:09
74,Spellbound,Powdered Practitioner,22029.7,385 keys,"22,029.70 ref, $671.91",1,misc,Level 1-100 Hat,30069,2026-07-21T22:54:09
74,Spellbound,Berliner's Bucket Helm,20027,350 keys,"20,027.00 ref, $610.82",1,misc,Level 1-100 Helmet,303,2026-07-21T22:54:09
74,Spellbound,Bootleg Base Metal Billycock,18882.6,330 keys,"18,882.60 ref, $575.92",2,misc,Level 1-100 Hat,30047,2026-07-21T22:54:09
74,Spellbound,Ol' Snaggletooth,17537.93,267–346 keys,"17,537.93 ref, $534.91",1,misc,Level 1-100 Hat,229,2026-07-21T22:54:09
74,Spellbound,Berlin Brain Bowl,17166,300 keys,"17,166.00 ref, $523.56",0,misc,Level 1-100 Headgear,30755,2026-07-21T22:54:09
74,Spellbound,Charmer's Chapeau,17166,300 keys,"17,166.00 ref, $523.56",3,misc,Level 1-100 Hat,397,2026-07-21T22:54:09
74,Spellbound,Field Practice,17166,300 keys,"17,166.00 ref, $523.56",0,misc,Level 1-100 Headgear,30862,2026-07-21T22:54:09
74,Spellbound,Gentleman's Ushanka,17166,300 keys,"17,166.00 ref, $523.56",2,misc,Level 1-100 Hat,778,2026-07-21T22:54:09
74,Spellbound,Defiant Spartan,16593.8,290 keys,"16,593.80 ref, $506.11",0,misc,Level 1-100 Helmet,340,2026-07-21T22:54:09
74,Spellbound,El Jefe,16450.75,275–300 keys,"16,450.75 ref, $501.75",2,misc,Level 10 Hat,539,2026-07-21T22:54:09
74,Spellbound,Bear Necessities,16021.6,280 keys,"16,021.60 ref, $488.66",1,misc,Level 1-100 Spirit Animal,30122,2026-07-21T22:54:09
74,Spellbound,Rotation Sensation,16021.6,280 keys,"16,021.60 ref, $488.66",0,misc,Level 1-100 Hat,30623,2026-07-21T22:54:09
74,Spellbound,Valley Forge,15964.38,279 keys,"15,964.38 ref, $486.91",2,misc,Level 1-100 Hat,30114,2026-07-21T22:54:09
74,Spellbound,Human Cannonball,15449.4,270 keys,"15,449.40 ref, $471.21",1,misc,Level 1-100 Helmet,817,2026-07-21T22:54:09
74,Spellbound,Black Watch,13732.8,240 keys,"13,732.80 ref, $418.85",0,misc,Level 1-100 Hat,30105,2026-07-21T22:54:09
74,Spellbound,Killer's Kabuto,13618.36,238 keys,"13,618.36 ref, $415.36",1,misc,Level 1-100 Helmet,152,2026-07-21T22:54:09
74,Spellbound,Hive Minder,13446.7,235 keys,"13,446.70 ref, $410.12",2,misc,Level 1-100 Hat,30093,2026-07-21T22:54:09
74,Spellbound,Conjurer's Cowl,13389.48,234 keys,"13,389.48 ref, $408.38",1,misc,Level 1-100 Hood,465,2026-07-21T22:54:09
74,Spellbound,Bolted Birdcage,13160.6,230 keys,"13,160.60 ref, $401.40",2,misc,Level 1-100 Hat,30057,2026-07-21T22:54:09
74,Spellbound,Texas Tin-Gallon,12588.4,220 keys,"12,588.40 ref, $383.95",3,misc,Level 1-100 Hat,30044,2026-07-21T22:54:09
74,Spellbound,Classy Capper,12302.3,215 keys,"12,302.30 ref, $375.22",0,misc,Level 1-100 Hat,30893,2026-07-21T22:54:09
74,Spellbound,Tyrantium Helmet,12302.3,200–230 keys,"12,302.30 ref, $375.22",2,misc,Level 1-100 Helmet,30014,2026-07-21T22:54:09
74,Spellbound,Smokey Sombrero,11444,200 keys,"11,444.00 ref, $349.04",1,misc,Level 1-100 Hat,30682,2026-07-21T22:54:09
74,Spellbound,Noble Nickel Amassment of Hats,10013.5,175 keys,"10,013.50 ref, $305.41",1,misc,Level 1-100 Hat,30006,2026-07-21T22:54:09
74,Spellbound,Tyrant's Helm,9612.96,168 keys,"9,612.96 ref, $293.20",1,misc,Level 1-100 Helmet,99,2026-07-21T22:54:09
74,Spellbound,Tungsten Toque,9441.3,165 keys,"9,441.30 ref, $287.96",1,misc,Level 1-100 Hat,30049,2026-07-21T22:54:09
74,Spellbound,Ye Olde Baker Boy,9441.3,160–170 keys,"9,441.30 ref, $287.96",1,misc,Level 1-100 Hat,107,2026-07-21T22:54:09
74,Spellbound,Frenchman's Beret,8583,150 keys,"8,583.00 ref, $261.78",2,misc,Level 1-100 Hat,180,2026-07-21T22:54:09
74,Spellbound,Geisha Boy,8583,150 keys,"8,583.00 ref, $261.78",2,misc,Level 1-100 Hair,363,2026-07-21T22:54:09
74,Spellbound,Voodoo JuJu (Slight Return),8010.8,140 keys,"8,010.80 ref, $244.33",1,misc,Level 1-100 Hat,935,2026-07-21T22:54:09
74,Spellbound,Soldier's Slope Scopers,7696.09,125–144 keys,"7,696.09 ref, $234.73",1,misc,Level 1-100 Hat,980,2026-07-21T22:54:09
74,Spellbound,Firewall Helmet,7438.6,130 keys,"7,438.60 ref, $226.88",2,misc,Level 1-100 Helmet,30038,2026-07-21T22:54:09
74,Spellbound,Lord Cockswain's Pith Helmet,7324.16,128 keys,"7,324.16 ref, $223.39",2,misc,Level 1-100 Headgear,439,2026-07-21T22:54:09
74,Spellbound,Pom-Pommed Provocateur,7209.72,108–144 keys,"7,209.72 ref, $219.90",1,misc,Level 1-100 Mask,30072,2026-07-21T22:54:09
74,Spellbound,Attendant,6980.84,122 keys,"6,980.84 ref, $212.92",1,misc,Level 1-100 Hat,213,2026-07-21T22:54:09
74,Spellbound,Cyborg Stunt Helmet,6923.62,121 keys,"6,923.62 ref, $211.17",1,misc,Level 1-100 Helmet,30024,2026-07-21T22:54:09
74,Spellbound,Engineer's Cap,6866.4,120 keys,"6,866.40 ref, $209.43",3,misc,Level 1-100 Hat,95,2026-07-21T22:54:09
74,Spellbound,Glasgow Great Helm,6866.4,120 keys,"6,866.40 ref, $209.43",2,misc,Level 1-100 Helmet,30082,2026-07-21T22:54:09
74,Spellbound,Private Eye,6866.4,120 keys,"6,866.40 ref, $209.43",1,misc,Level 1-100 Hat,388,2026-07-21T22:54:09
74,Spellbound,Respectless Robo-Glove,6694.74,117 keys,"6,694.74 ref, $204.19",1,misc,Level 1-100 Hat,30039,2026-07-21T22:54:09
74,Spellbound,Handyman's Handle,6380.03,100–123 keys,"6,380.03 ref, $194.59",2,misc,Level 1-100 Hat,253,2026-07-21T22:54:09
74,Spellbound,Bullet Buzz,5722,100 keys,"5,722.00 ref, $174.52",1,misc,Level 1-100 Hair,30344,2026-07-21T22:54:09
74,Spellbound,Buccaneer's Bicorne,5435.9,95 keys,"5,435.90 ref, $165.79",1,misc,Level 10 Hat,607,2026-07-21T22:54:09
74,Spellbound,Officer's Ushanka,5435.9,95 keys,"5,435.90 ref, $165.79",1,misc,Level 1-100 Hat,96,2026-07-21T22:54:09
74,Spellbound,Battle Boonie,4863.7,85 keys,"4,863.70 ref, $148.34",1,misc,Level 1-100 Hat,30907,2026-07-21T22:54:09
74,Spellbound,Stainless Pot,4577.6,80 keys,"4,577.60 ref, $139.62",1,misc,Level 1-100 Hat,98,2026-07-21T22:54:09
74,Spellbound,Otolaryngologist's Mirror,4520.38,79 keys,"4,520.38 ref, $137.87",2,misc,Level 1-100 Hat,104,2026-07-21T22:54:09
74,Spellbound,Pardner's Pompadour,4405.94,77 keys,"4,405.94 ref, $134.38",3,misc,Level 1-100 Hair,30099,2026-07-21T22:54:09
74,Spellbound,Liquidator's Lid,3719.3,63–67 keys,"3,719.30 ref, $113.44",1,misc,Level 1-100 Hat,779,2026-07-21T22:54:09
74,Spellbound,Virus Doctor,3719.3,65 keys,"3,719.30 ref, $113.44",1,misc,Level 1-100 Hat,30043,2026-07-21T22:54:09
74,Spellbound,Sober Stuntman,3547.64,58–66 keys,"3,547.64 ref, $108.20",2,misc,Level 1-100 Helmet,255,2026-07-21T22:54:09
74,Spellbound,Plumber's Pipe,3118.49,50–59 keys,"3,118.49 ref, $95.11",1,misc,Level 1-100 Hat,30022,2026-07-21T22:54:09
74,Spellbound,Timeless Topper,2546.29,43–46 keys,"2,546.29 ref, $77.66",1,misc,Level 1-100 Hat,30035,2026-07-21T22:54:09
74,Spellbound,Plug-In Prospector,2517.68,41–47 keys,"2,517.68 ref, $76.79",2,misc,Level 1-100 Hat,30031,2026-07-21T22:54:09
74,Spellbound,Cranial Carcharodon,0,,,1,misc,Level 1-100 Hat,30800,2026-07-21T22:54:09
76,Poisoned Shadows,Antlers,1018516,17800 keys,"1,018,516.00 ref, $31064.74",4,misc,Level 1-100 Cosmetic Item,993,2026-07-21T22:54:09
76,Poisoned Shadows,Whirly Warrior,489231,8550 keys,"489,231.00 ref, $14921.55",1,misc,Level 1-100 Helmet,30118,2026-07-21T22:54:09
76,Poisoned Shadows,Blighted Beak,444599.4,7770 keys,"444,599.40 ref, $13560.28",4,misc,Level 1-100 Mask,315,2026-07-21T22:54:09
76,Poisoned Shadows,Patriot Peak,434872,7600 keys,"434,872.00 ref, $13263.60",0,misc,Level 1-100 Hat,30743,2026-07-21T22:54:09
